temperature,timestamp,wind_speed,description,pressure,humidity
2,1590013200,6,Fair,1021.94,75
3,1590015000,7,Fair,1021.94,70
0,1590016800,4,Mostly Cloudy,1021.94,87
2,1590018600,6,Cloudy,1021.94,81
3,1590020400,7,Cloudy,1021.94,75
2,1590022200,7,Cloudy,1022.93,81
3,1590024000,6,Cloudy,1022.93,75
3,1590025800,7,Cloudy,1022.93,75
4,1590027600,7,Cloudy,1022.93,70
4,1590029400,6,Cloudy,1022.93,70
5,1590031200,6,Cloudy,1022.93,65
5,1590033000,6,Cloudy,1022.93,70
5,1590034800,9,Cloudy,1022.93,70
6,1590036600,7,Cloudy,1022.93,61
7,1590038400,9,Cloudy,1022.93,57
7,1590040200,7,Fair,1022.93,57
8,1590042000,6,Fair,1022.93,53
9,1590043800,7,Fair,1022.93,50
10,1590045600,6,Fair,1022.93,43
9,1590047400,6,Fair,1022.93,46
9,1590049200,13,Fair,1022.93,46
9,1590051000,11,Fair,1023.93,50
10,1590052800,11,Fair,1023.93,47
10,1590054600,9,Fair,1023.93,43
10,1590056400,13,Fair,1023.93,40
11,1590058200,15,Fair,1023.93,38
11,1590060000,15,Fair,1023.93,38
11,1590061800,15,Fair,1023.93,35
11,1590063600,15,Fair,1023.93,38
11,1590065400,17,Fair,1022.93,38
11,1590067200,17,Fair,1022.93,38
11,1590069000,19,Fair,1022.93,41
11,1590070800,15,Fair,1022.93,44
10,1590072600,17,Fair,1022.93,43
10,1590074400,17,Fair,1022.93,43
10,1590076200,15,Fair,1022.93,43
9,1590078000,15,Fair,1022.93,46
9,1590079800,13,Fair,1022.93,46
9,1590081600,9,Fair,1022.93,46
9,1590083400,9,Fair,1023.93,46
8,1590085200,7,Fair,1023.93,50
8,1590087000,6,Fair,1023.93,53
8,1590088800,2,Fair,1023.93,53
7,1590090600,0,Fair,1023.93,57
6,1590092400,0,Fair,1023.93,57
5,1590094200,0,Fair,1023.93,61
4,1590096000,0,Fair,1023.93,65
2,1590097800,2,Fair,1023.93,70
