temperature,timestamp,wind_speed,description,pressure,humidity
-9,1585952400,2,Fair,990.0,73
-9,1585954200,2,Fair,991.0,79
-9,1585956000,0,Fair,991.0,73
-10,1585957800,0,Fair,991.0,79
-10,1585959600,0,Fair,992.0,79
-10,1585961400,4,Fair,992.0,79
-10,1585963200,0,Fair,992.0,79
-10,1585965000,4,Fair,993.0,79
-10,1585966800,4,Fair,993.0,79
-11,1585968600,0,Fair,993.0,85
-11,1585970400,0,Fair,993.99,85
-11,1585972200,2,Fair,993.99,85
-11,1585974000,0,Fair,993.99,85
-11,1585975800,0,Fair,994.99,85
-8,1585979400,2,Fair,995.99,73
-6,1585981200,7,Fair,995.99,74
-5,1585983000,11,Fair,996.99,68
-4,1585984800,13,Fair,996.99,64
-3,1585986600,19,Fair,996.99,64
-3,1585988400,20,Fair,997.99,64
-2,1585990200,13,Fair,998.98,59
-2,1585992000,20,Fair,998.98,59
-1,1585993800,15,Fair,999.98,55
0,1585995600,15,Fair,999.98,48
0,1585997400,7,Fair,1000.98,51
1,1585999200,17,Fair,1000.98,44
1,1586001000,19,Fair,1001.98,44
2,1586002800,28,Fair,1001.98,38
2,1586004600,26,Fair,1001.98,38
2,1586006400,20,Fair,1002.97,38
2,1586008200,19,Partly Cloudy,1002.97,38
3,1586010000,19,Partly Cloudy,1002.97,30
2,1586011800,26,Cloudy,1003.97,33
2,1586013600,31,Fair,1003.97,33
2,1586015400,24,Fair,1004.97,33
2,1586017200,17,Fair,1004.97,33
1,1586019000,17,Fair,1005.97,35
1,1586020800,19,Fair,1005.97,32
0,1586022600,17,Fair,1006.97,38
-1,1586024400,19,Fair,1006.97,40
-1,1586026200,19,Fair,1007.96,40
-1,1586028000,13,Fair,1007.96,44
-2,1586029800,17,Fair,1007.96,47
-2,1586031600,17,Fair,1008.96,47
-2,1586033400,17,Fair,1008.96,51
-3,1586035200,19,Fair,1009.96,55
-3,1586037000,17,Fair,1009.96,55
