temperature,timestamp,wind_speed,description,pressure,humidity
1,1586816400,31,Cloudy,994.99,81
1,1586818200,31,Unknown Precipitation,995.99,81
1,1586820000,26,Unknown Precipitation,995.99,81
1,1586821800,30,Unknown Precipitation,995.99,81
1,1586823600,28,Unknown Precipitation,995.99,75
1,1586825400,30,Cloudy,996.99,75
1,1586827200,30,Cloudy,996.99,75
0,1586829000,30,Unknown Precipitation,996.99,80
0,1586830800,26,Unknown Precipitation,996.99,80
0,1586832600,30,Unknown Precipitation,996.99,80
1,1586834400,28,Unknown Precipitation,997.99,75
1,1586836200,30,Mostly Cloudy,997.99,75
1,1586838000,30,Light Snow,997.99,75
0,1586839800,31,Light Snow,997.99,80
0,1586841600,28,Light Snow,997.99,80
0,1586843400,31,Light Snow,997.99,80
1,1586845200,31,Light Snow,997.99,75
1,1586847000,31,Light Snow,998.98,75
1,1586848800,28,Unknown Precipitation,998.98,75
1,1586850600,28,Unknown Precipitation,998.98,75
1,1586852400,26,Unknown Precipitation,998.98,75
1,1586854200,28,Light Snow,998.98,75
2,1586856000,28,Mostly Cloudy,997.99,70
2,1586857800,24,Mostly Cloudy,997.99,70
2,1586859600,24,Cloudy,997.99,70
2,1586861400,22,Cloudy,997.99,70
2,1586863200,20,Cloudy,997.99,70
3,1586865000,20,Cloudy,997.99,65
3,1586866800,15,Cloudy,997.99,65
3,1586868600,13,Cloudy,997.99,65
3,1586870400,13,Cloudy,997.99,65
3,1586872200,11,Cloudy,997.99,65
3,1586874000,11,Cloudy,997.99,65
3,1586875800,11,Cloudy,996.99,65
3,1586877600,6,Partly Cloudy,996.99,65
3,1586879400,2,Mostly Cloudy,996.99,65
3,1586881200,2,Partly Cloudy,995.99,65
2,1586883000,0,Fair,995.99,70
2,1586884800,7,Fair,995.99,75
2,1586886600,7,Cloudy,995.99,75
2,1586888400,6,Cloudy,994.99,75
1,1586890200,4,Cloudy,994.99,81
-1,1586892000,7,Partly Cloudy,993.99,86
-1,1586893800,4,Fair,993.99,86
-1,1586895600,6,Fair,993.0,93
-2,1586897400,6,Mostly Cloudy,993.0,93
-1,1586899200,7,Fair,993.0,93
-1,1586901000,9,Mostly Cloudy,992.0,93
