temperature,timestamp,wind_speed,description,pressure,humidity
1,1587162000,30,Fair,1008.96,70
1,1587163800,31,Fair,1008.96,70
0,1587165600,28,Fair,1008.96,69
0,1587167400,31,Fair,1009.96,69
0,1587169200,30,Fair,1009.96,69
0,1587171000,30,Fair,1009.96,69
-1,1587172800,24,Fair,1009.96,75
-1,1587174600,26,Fair,1009.96,69
-1,1587176400,24,Fair,1009.96,69
-1,1587178200,28,Fair,1010.96,69
-1,1587180000,24,Fair,1009.96,69
-1,1587181800,26,Fair,1010.96,69
0,1587183600,26,Fair,1010.96,64
0,1587185400,26,Fair,1010.96,64
0,1587187200,26,Fair,1010.96,64
1,1587189000,24,Fair,1010.96,60
1,1587190800,24,Fair,1010.96,60
2,1587192600,24,Fair,1010.96,56
2,1587194400,24,Fair,1010.96,60
3,1587196200,22,Fair,1010.96,52
4,1587198000,24,Fair,1010.96,49
5,1587199800,30,Fair,1010.96,49
5,1587201600,20,Fair,1010.96,45
6,1587203400,28,Fair,1010.96,42
6,1587205200,22,Fair,1010.96,46
7,1587207000,22,Fair,1010.96,43
7,1587208800,22,Fair,1011.96,43
7,1587210600,20,Fair,1011.96,43
7,1587212400,17,Fair,1011.96,43
7,1587214200,17,Fair,1011.96,43
7,1587216000,13,Fair,1011.96,43
7,1587217800,13,Fair,1012.95,43
7,1587219600,15,Fair,1012.95,46
8,1587221400,15,Fair,1012.95,40
8,1587223200,15,Fair,1013.95,40
7,1587225000,11,Partly Cloudy,1013.95,46
7,1587226800,11,Fair,1013.95,46
6,1587228600,11,Fair,1014.95,49
6,1587230400,9,Cloudy,1014.95,49
6,1587232200,7,Cloudy,1014.95,49
5,1587234000,4,Cloudy,1015.95,57
5,1587235800,4,Fair,1015.95,57
4,1587237600,4,Fair,1015.95,56
4,1587239400,2,Fair,1015.95,61
2,1587241200,4,Fair,1016.95,65
2,1587243000,7,Fair,1016.95,70
0,1587244800,11,Fair,1016.95,80
1,1587246600,9,Fair,1016.95,75
