temperature,timestamp,wind_speed,description,pressure,humidity
-10,1584832800,6,Fair,1031.92,86
-10,1584834600,4,Fair,1030.92,86
-10,1584836400,4,Fair,1030.92,86
-10,1584838200,6,Fair,1030.92,86
-10,1584840000,4,Fair,1030.92,86
-9,1584841800,7,Fair,1030.92,79
-8,1584843600,2,Fair,1030.92,73
-7,1584845400,4,Fair,1030.92,74
-8,1584847200,7,Fair,1030.92,79
-7,1584849000,4,Fair,1029.92,74
-8,1584850800,11,Fair,1029.92,79
-7,1584852600,9,Fair,1029.92,74
-7,1584854400,9,Fair,1029.92,74
-6,1584856200,7,Fair,1029.92,74
-6,1584858000,13,Fair,1029.92,74
-4,1584861600,6,Fair,1029.92,69
-4,1584863400,9,Fair,1029.92,69
-3,1584865200,9,Fair,1028.92,64
-2,1584867000,9,Fair,1028.92,64
-2,1584868800,13,Fair,1028.92,59
-1,1584870600,19,Fair,1027.92,55
-1,1584872400,19,Fair,1027.92,60
0,1584874200,19,Fair,1026.93,60
0,1584876000,22,Fair,1026.93,64
0,1584877800,26,Fair,1026.93,64
1,1584879600,28,Fair,1025.93,60
1,1584881400,26,Fair,1025.93,65
1,1584883200,20,Fair,1024.93,70
1,1584885000,19,Fair,1025.93,65
1,1584886800,19,Fair,1024.93,70
1,1584888600,19,Fair,1024.93,75
1,1584890400,17,Fair,1024.93,75
0,1584892200,13,Fair,1024.93,69
1,1584894000,17,Fair,1023.93,56
1,1584895800,13,Fair,1023.93,56
1,1584897600,9,Fair,1023.93,56
0,1584899400,13,Fair,1023.93,64
0,1584901200,19,Fair,1023.93,64
1,1584903000,19,Fair,1023.93,60
0,1584904800,17,Fair,1023.93,60
0,1584906600,19,Fair,1022.93,60
0,1584908400,17,Fair,1022.93,60
1,1584910200,15,Fair,1022.93,56
1,1584912000,17,Fair,1022.93,56
1,1584913800,13,Fair,1022.93,56
1,1584915600,15,Fair,1022.93,56
1,1584917400,11,Cloudy,1022.93,56
