temperature,timestamp,wind_speed,description,pressure,humidity
0,1588026000,9,Cloudy,1010.96,69
0,1588027800,9,Cloudy,1010.96,69
0,1588029600,7,Cloudy,1010.96,60
0,1588031400,11,Cloudy,1010.96,60
-1,1588033200,15,Cloudy,1010.96,60
-1,1588035000,15,Partly Cloudy,1010.96,60
-2,1588036800,13,Fair,1010.96,64
-2,1588038600,11,Partly Cloudy,1010.96,64
-3,1588040400,9,Mostly Cloudy,1010.96,74
-2,1588042200,11,Mostly Cloudy,1010.96,69
-2,1588044000,11,Cloudy,1010.96,74
-2,1588045800,11,Mostly Cloudy,1010.96,74
-1,1588047600,13,Fair,1010.96,69
-2,1588049400,9,Showers in the Vicinity,1010.96,74
-1,1588051200,9,Showers in the Vicinity,1010.96,75
0,1588053000,13,Fair,1010.96,75
0,1588054800,13,Partly Cloudy,1009.96,69
0,1588056600,13,Partly Cloudy,1009.96,69
0,1588058400,13,Partly Cloudy,1009.96,75
1,1588060200,15,Partly Cloudy,1009.96,70
2,1588062000,15,Partly Cloudy,1009.96,65
2,1588063800,13,Partly Cloudy,1009.96,60
2,1588065600,11,Partly Cloudy,1008.96,60
3,1588067400,11,Partly Cloudy,1008.96,56
3,1588069200,13,Fair,1008.96,52
3,1588071000,13,Fair,1008.96,48
4,1588072800,15,Showers in the Vicinity,1008.96,49
3,1588074600,15,Showers in the Vicinity,1008.96,48
3,1588076400,13,Showers in the Vicinity,1008.96,48
4,1588078200,13,Showers in the Vicinity,1008.96,45
3,1588080000,11,Showers in the Vicinity,1008.96,48
4,1588081800,11,Showers in the Vicinity,1007.96,45
4,1588083600,9,Partly Cloudy,1007.96,45
4,1588085400,13,Fair,1007.96,45
4,1588087200,11,Fair,1007.96,49
4,1588089000,11,Fair,1007.96,49
4,1588090800,7,Fair,1007.96,49
3,1588092600,7,Fair,1007.96,48
3,1588094400,7,Fair,1007.96,48
3,1588096200,6,Fair,1007.96,48
2,1588098000,6,Fair,1008.96,56
2,1588099800,6,Fair,1008.96,52
1,1588101600,6,Mostly Cloudy,1008.96,56
1,1588103400,7,Fair,1008.96,56
0,1588105200,7,Fair,1008.96,60
0,1588107000,6,Cloudy,1008.96,60
0,1588108800,7,Cloudy,1008.96,60
-2,1588110600,7,Fair,1008.96,69
