temperature,timestamp,wind_speed,description,pressure,humidity
1,1589494800,9,Fair,997.99,52
0,1589496600,6,Fair,997.99,55
0,1589498400,9,Fair,997.99,55
0,1589500200,7,Fair,997.99,55
0,1589502000,7,Fair,996.99,55
0,1589503800,7,Fair,996.99,55
-1,1589505600,7,Fair,996.99,60
-1,1589507400,6,Fair,996.99,60
-1,1589509200,6,Fair,996.99,60
0,1589511000,9,Fair,996.99,55
1,1589512800,7,Fair,996.99,56
1,1589516400,17,Fair,996.99,56
2,1589518200,11,Fair,995.99,56
3,1589520000,13,Fair,995.99,48
3,1589521800,17,Fair,995.99,48
4,1589523600,17,Fair,995.99,42
4,1589525400,15,Fair,995.99,42
5,1589527200,17,Fair,995.99,39
5,1589529000,19,Fair,995.99,36
5,1589530800,15,Fair,995.99,39
6,1589532600,20,Fair,995.99,34
6,1589534400,17,Fair,995.99,36
7,1589536200,15,Fair,995.99,34
6,1589538000,19,Light Snow Grains,995.99,34
7,1589539800,9,Fair,995.99,31
8,1589541600,15,Fair,995.99,27
7,1589543400,15,Fair,995.99,31
7,1589545200,13,Fair,995.99,34
7,1589547000,9,Fair,995.99,31
7,1589548800,6,Fair,995.99,29
6,1589550600,20,Fair,995.99,49
6,1589552400,15,Fair,995.99,53
7,1589554200,19,Fair,995.99,46
6,1589556000,19,Fair,995.99,53
5,1589557800,20,Fair,995.99,53
5,1589559600,19,Fair,995.99,53
5,1589561400,17,Fair,995.99,53
5,1589563200,20,Fair,995.99,49
5,1589565000,19,Fair,995.99,53
4,1589566800,17,Fair,996.99,65
4,1589568600,11,Fair,996.99,61
4,1589570400,13,Fair,996.99,61
4,1589572200,15,Fair,996.99,65
3,1589574000,9,Fair,996.99,75
2,1589575800,6,Fair,996.99,87
2,1589577600,6,Fair,996.99,87
1,1589579400,6,Fair,996.99,87
