temperature,timestamp,wind_speed,description,pressure,humidity
-1,1587939600,11,Fair,1006.97,80
-2,1587941400,13,Fair,1007.96,86
-1,1587943200,13,Fair,1007.96,75
-2,1587945000,11,Fair,1007.96,80
-2,1587946800,13,Fair,1007.96,80
-2,1587948600,9,Fair,1008.96,80
-2,1587950400,11,Fair,1008.96,80
-2,1587952200,11,Fair,1008.96,74
-2,1587954000,9,Fair,1008.96,80
-2,1587955800,11,Fair,1008.96,80
-2,1587957600,13,Fair,1008.96,80
-1,1587959400,13,Fair,1009.96,75
-1,1587961200,15,Fair,1009.96,75
0,1587963000,13,Fair,1009.96,69
0,1587964800,13,Fair,1009.96,69
1,1587966600,13,Fair,1009.96,65
1,1587968400,13,Fair,1009.96,70
2,1587970200,9,Fair,1010.96,60
2,1587972000,11,Fair,1010.96,65
2,1587973800,9,Fair,1010.96,65
3,1587975600,13,Fair,1010.96,60
3,1587977400,15,Mostly Cloudy,1010.96,60
3,1587979200,11,Mostly Cloudy,1010.96,60
4,1587981000,11,Mostly Cloudy,1010.96,56
3,1587982800,15,Mostly Cloudy,1010.96,60
4,1587984600,13,Mostly Cloudy,1010.96,56
4,1587986400,7,Fair,1010.96,52
4,1587988200,9,Fair,1010.96,49
4,1587990000,9,Fair,1010.96,52
4,1587991800,7,Mostly Cloudy,1010.96,49
4,1587993600,11,Fair,1010.96,49
4,1587995400,7,Fair,1010.96,52
4,1587997200,6,Fair,1010.96,52
4,1587999000,7,Fair,1010.96,49
4,1588000800,15,Fair,1010.96,49
4,1588002600,11,Fair,1010.96,45
4,1588004400,7,Fair,1010.96,45
4,1588006200,11,Fair,1010.96,45
4,1588008000,6,Fair,1010.96,45
3,1588009800,6,Fair,1010.96,52
3,1588011600,9,Fair,1010.96,52
3,1588013400,7,Fair,1010.96,52
2,1588015200,4,Cloudy,1010.96,60
2,1588017000,2,Cloudy,1010.96,60
2,1588018800,6,Cloudy,1010.96,60
1,1588020600,7,Cloudy,1010.96,65
1,1588022400,6,Cloudy,1010.96,65
-1,1588024200,7,Cloudy,1010.96,75
