temperature,timestamp,wind_speed,description,pressure,humidity
3,1585092000,9,Partly Cloudy,1002.97,70
3,1585093800,13,Cloudy,1001.98,70
3,1585095600,9,Cloudy,1001.98,70
3,1585097400,13,Cloudy,1001.98,70
3,1585099200,15,Cloudy,1000.98,70
3,1585101000,17,Cloudy,1000.98,70
3,1585102800,17,Cloudy,1000.98,70
2,1585104600,15,Partly Cloudy,999.98,75
2,1585106400,15,Mostly Cloudy,999.98,75
3,1585108200,15,Cloudy,999.98,70
3,1585110000,15,Cloudy,999.98,70
3,1585111800,17,Fair,998.98,70
3,1585113600,15,Fair,998.98,70
3,1585115400,20,Fair,998.98,70
3,1585117200,19,Fair,998.98,75
3,1585119000,20,Fair,998.98,75
4,1585120800,19,Fair,998.98,70
4,1585122600,19,Fair,998.98,70
4,1585124400,19,Fair,997.99,70
5,1585126200,13,Fair,998.98,65
5,1585128000,11,Fair,998.98,65
6,1585129800,13,Fair,998.98,66
6,1585131600,17,Fair,998.98,66
7,1585133400,15,Fair,998.98,61
10,1585135200,19,Fair,998.98,54
10,1585137000,19,Fair,998.98,54
10,1585138800,19,Fair,998.98,54
11,1585140600,22,Fair,999.98,50
10,1585142400,24,Fair,999.98,54
10,1585144200,26,Fair,1000.98,54
10,1585146000,30,Light Rain,1000.98,54
9,1585147800,24,Light Rain,1001.98,62
8,1585149600,20,Fair,1002.97,71
8,1585151400,20,Fair,1003.97,66
8,1585153200,19,Fair,1003.97,66
7,1585155000,17,Fair,1004.97,71
6,1585156800,17,Fair,1005.97,76
5,1585158600,33,Light Rain / Windy,1006.97,70
4,1585160400,15,Fair,1006.97,75
4,1585162200,20,Fair,1007.96,75
3,1585164000,22,Fair,1008.96,81
3,1585165800,22,Fair,1009.96,81
3,1585167600,19,Fair,1009.96,75
3,1585169400,19,Fair,1010.96,75
3,1585171200,20,Fair,1011.96,75
3,1585173000,17,Fair,1011.96,75
3,1585174800,19,Fair,1012.95,70
3,1585176600,19,Fair,1013.95,70
