temperature,timestamp,wind_speed,description,pressure,humidity
2,1587680400,9,Cloudy,1005.97,81
2,1587682200,15,Cloudy,1004.97,87
2,1587684000,17,Cloudy,1004.97,87
2,1587685800,17,Mostly Cloudy,1004.97,87
3,1587687600,15,Cloudy,1004.97,81
3,1587689400,13,Unknown Precipitation,1004.97,81
3,1587691200,9,Cloudy,1004.97,81
3,1587693000,7,Cloudy,1004.97,81
3,1587694800,7,Cloudy,1004.97,81
3,1587696600,7,Unknown Precipitation,1004.97,81
2,1587698400,11,Light Rain Shower,1004.97,87
2,1587700200,11,Light Snow,1004.97,81
1,1587702000,11,Light Snow,1004.97,87
1,1587703800,11,Light Snow,1004.97,87
1,1587705600,7,Light Snow,1004.97,87
1,1587707400,9,Mostly Cloudy,1004.97,87
1,1587709200,13,Fair,1004.97,75
2,1587711000,13,Fair,1004.97,65
2,1587712800,13,Fair,1004.97,65
2,1587714600,11,Fair,1004.97,56
2,1587716400,17,Fair,1004.97,52
2,1587718200,17,Fair,1004.97,52
3,1587720000,11,Fair,1004.97,48
3,1587721800,11,Fair,1004.97,52
3,1587723600,9,Fair,1004.97,52
4,1587725400,17,Fair,1004.97,49
4,1587727200,17,Fair,1004.97,49
4,1587729000,11,Fair,1003.97,45
5,1587730800,15,Fair,1003.97,42
5,1587732600,24,Fair,1003.97,42
6,1587734400,11,Fair,1003.97,39
6,1587736200,9,Fair,1002.97,39
4,1587738000,13,Fair,1002.97,49
4,1587739800,11,Fair,1002.97,56
4,1587741600,7,Fair,1002.97,56
4,1587743400,9,Fair,1002.97,52
4,1587745200,6,Fair,1002.97,52
4,1587747000,4,Fair,1002.97,49
4,1587748800,4,Fair,1002.97,45
4,1587750600,9,Fair,1002.97,45
3,1587752400,9,Fair,1002.97,48
3,1587754200,7,Fair,1002.97,45
2,1587756000,6,Fair,1002.97,52
1,1587757800,9,Fair,1002.97,56
0,1587759600,7,Fair,1002.97,60
0,1587761400,6,Fair,1002.97,60
-1,1587763200,6,Fair,1002.97,64
-2,1587765000,7,Fair,1001.98,69
