temperature,timestamp,wind_speed,description,pressure,humidity
2,1584487200,9,Fair,993.0,75
3,1584489000,11,Fair,993.0,70
2,1584490800,13,Fair,993.0,70
2,1584492600,9,Fair,993.0,70
1,1584494400,9,Fair,993.0,75
2,1584496200,11,Fair,993.0,70
1,1584498000,11,Fair,993.0,75
1,1584499800,15,Fair,993.0,75
1,1584501600,11,Fair,993.0,75
1,1584503400,2,Fair,993.0,75
0,1584505200,2,Fair,993.0,80
0,1584508800,9,Fair,993.0,75
0,1584510600,13,Fair,993.0,75
1,1584512400,13,Fair,993.0,70
1,1584514200,9,Fair,993.0,70
2,1584516000,13,Fair,993.0,70
3,1584517800,11,Fair,993.0,65
4,1584519600,22,Fair,993.0,61
4,1584521400,19,Fair,993.0,61
4,1584523200,20,Fair,993.0,61
5,1584525000,22,Fair,993.0,53
5,1584526800,20,Fair,993.0,53
6,1584528600,26,Fair,993.0,49
6,1584530400,22,Fair,993.0,49
6,1584532200,19,Fair,993.0,49
6,1584534000,20,Fair,993.0,49
6,1584535800,20,Fair,993.0,49
6,1584537600,15,Fair,993.0,49
6,1584539400,17,Fair,993.0,49
6,1584541200,19,Fair,993.0,49
6,1584543000,15,Fair,993.0,46
6,1584544800,13,Fair,993.0,46
6,1584546600,11,Fair,993.0,46
5,1584548400,6,Fair,993.0,49
4,1584550200,7,Fair,993.0,52
3,1584552000,6,Fair,993.0,56
1,1584553800,7,Fair,993.0,70
2,1584555600,7,Fair,993.0,60
2,1584557400,6,Fair,993.99,60
0,1584559200,7,Fair,993.99,69
0,1584561000,6,Fair,993.99,69
0,1584562800,4,Fair,993.99,69
-2,1584564600,6,Fair,993.99,80
-2,1584566400,4,Fair,993.99,74
-2,1584568200,4,Fair,993.99,74
-4,1584570000,2,Fair,994.99,86
-5,1584571800,2,Fair,994.99,93
