temperature,timestamp,wind_speed,description,pressure,humidity
-1,1587507600,4,Fair,1031.92,75
1,1587509400,7,Fair,1031.92,60
0,1587511200,9,Fair,1031.92,64
-1,1587513000,6,Fair,1031.92,69
0,1587514800,7,Fair,1031.92,64
-2,1587516600,9,Fair,1030.92,74
-2,1587518400,2,Fair,1030.92,74
-3,1587520200,4,Fair,1030.92,80
-3,1587522000,2,Fair,1030.92,80
-3,1587523800,4,Fair,1030.92,74
-3,1587525600,0,Fair,1029.92,80
-3,1587527400,0,Fair,1029.92,80
-2,1587529200,0,Fair,1029.92,80
0,1587531000,0,Fair,1028.92,69
2,1587532800,4,Fair,1028.92,65
1,1587534600,6,Fair,1028.92,81
5,1587536400,6,Fair,1027.92,45
3,1587538200,9,Fair,1027.92,65
5,1587540000,9,Fair,1026.93,53
6,1587541800,11,Fair,1026.93,49
6,1587543600,11,Fair,1025.93,49
6,1587545400,9,Fair,1025.93,49
6,1587547200,11,Fair,1025.93,49
6,1587549000,11,Fair,1024.93,53
6,1587550800,11,Fair,1024.93,53
6,1587552600,11,Fair,1024.93,53
7,1587554400,9,Fair,1023.93,49
7,1587556200,9,Fair,1023.93,53
7,1587558000,7,Fair,1023.93,53
9,1587559800,7,Fair,1023.93,46
8,1587561600,24,Fair,1022.93,57
9,1587563400,20,Fair,1022.93,50
8,1587565200,24,Fair,1022.93,50
9,1587567000,19,Fair,1022.93,32
9,1587568800,15,Fair,1022.93,32
9,1587570600,13,Fair,1021.94,30
8,1587572400,9,Fair,1021.94,32
8,1587574200,9,Fair,1021.94,34
8,1587576000,11,Fair,1021.94,34
7,1587577800,7,Fair,1021.94,37
6,1587579600,6,Fair,1021.94,42
6,1587581400,2,Fair,1021.94,42
5,1587583200,2,Fair,1021.94,45
2,1587585000,2,Fair,1020.94,65
2,1587586800,6,Fair,1020.94,65
0,1587588600,6,Fair,1020.94,69
1,1587590400,6,Fair,1020.94,70
-1,1587592200,2,Fair,1020.94,80
