temperature,timestamp,wind_speed,description,pressure,humidity
1,1587594000,7,Fair,1020.94,70
0,1587595800,6,Fair,1020.94,69
1,1587597600,7,Fair,1020.94,70
0,1587599400,0,Cloudy,1019.94,80
1,1587601200,6,Cloudy,1019.94,75
2,1587603000,6,Cloudy,1019.94,70
1,1587604800,6,Cloudy,1019.94,75
2,1587606600,6,Cloudy,1019.94,70
1,1587608400,2,Cloudy,1019.94,75
1,1587610200,9,Cloudy,1018.94,75
1,1587612000,6,Cloudy,1018.94,75
2,1587613800,2,Fair,1018.94,70
2,1587615600,4,Fair,1018.94,70
2,1587617400,2,Mostly Cloudy,1017.94,75
2,1587619200,2,Mostly Cloudy,1017.94,70
3,1587621000,0,Mostly Cloudy,1017.94,65
3,1587622800,0,Mostly Cloudy,1017.94,65
3,1587624600,0,Mostly Cloudy,1016.95,65
4,1587626400,6,Partly Cloudy,1016.95,61
2,1587628200,4,Mostly Cloudy,1015.95,75
3,1587630000,7,Mostly Cloudy,1015.95,65
4,1587631800,9,Mostly Cloudy,1015.95,61
4,1587633600,11,Mostly Cloudy,1014.95,61
4,1587635400,11,Mostly Cloudy,1014.95,61
4,1587637200,11,Mostly Cloudy,1013.95,61
4,1587639000,11,Mostly Cloudy,1013.95,61
4,1587640800,13,Mostly Cloudy,1013.95,65
4,1587642600,11,Mostly Cloudy,1012.95,65
4,1587644400,11,Mostly Cloudy,1011.96,65
4,1587646200,9,Mostly Cloudy,1011.96,65
4,1587648000,9,Mostly Cloudy,1010.96,70
4,1587649800,9,Mostly Cloudy,1010.96,70
4,1587651600,6,Cloudy,1009.96,70
4,1587653400,4,Partly Cloudy,1009.96,70
4,1587655200,6,Cloudy,1009.96,70
3,1587657000,6,Light Rain,1008.96,75
4,1587658800,6,Light Drizzle,1008.96,75
3,1587660600,4,Light Drizzle,1008.96,75
3,1587662400,4,Cloudy,1007.96,75
3,1587664200,2,Cloudy,1007.96,75
3,1587666000,0,Cloudy,1007.96,75
2,1587667800,0,Fair,1006.97,81
2,1587669600,2,Fair,1006.97,81
2,1587671400,4,Mostly Cloudy,1006.97,81
2,1587673200,4,Cloudy,1005.97,81
2,1587675000,4,Cloudy,1005.97,81
2,1587676800,4,Cloudy,1005.97,81
3,1587678600,2,Cloudy,1005.97,75
