temperature,timestamp,wind_speed,description,pressure,humidity
0,1587075600,22,Fair,996.99,69
1,1587077400,24,Fair,996.99,65
0,1587079200,26,Fair,997.99,69
0,1587081000,24,Fair,997.99,69
0,1587082800,26,Fair,997.99,69
-1,1587084600,30,Fair,997.99,69
-1,1587086400,30,Fair,997.99,69
-1,1587088200,30,Fair,997.99,69
-1,1587090000,31,Fair,997.99,69
-1,1587091800,30,Fair,997.99,69
-2,1587093600,26,Fair,998.98,74
-2,1587095400,26,Fair,998.98,74
-1,1587097200,28,Fair,999.98,69
-1,1587099000,28,Fair,999.98,75
0,1587100800,31,Fair,999.98,69
1,1587102600,33,Fair / Windy,999.98,65
1,1587104400,33,Fair / Windy,999.98,65
2,1587106200,31,Fair,1000.98,60
3,1587108000,33,Fair / Windy,1000.98,56
3,1587109800,37,Fair / Windy,1000.98,56
4,1587111600,31,Fair,1000.98,52
4,1587113400,31,Fair,1000.98,52
4,1587115200,37,Fair / Windy,1001.98,52
5,1587117000,33,Fair / Windy,1001.98,49
5,1587118800,31,Fair,1001.98,49
5,1587120600,31,Fair,1001.98,49
6,1587122400,37,Fair / Windy,1002.97,46
6,1587124200,37,Fair / Windy,1002.97,46
6,1587126000,33,Fair / Windy,1002.97,46
6,1587127800,37,Fair / Windy,1002.97,46
6,1587129600,31,Fair,1003.97,46
7,1587131400,43,Fair / Windy,1003.97,43
6,1587133200,33,Fair / Windy,1004.97,46
6,1587135000,30,Fair,1004.97,46
6,1587136800,35,Fair / Windy,1004.97,46
6,1587138600,39,Fair / Windy,1005.97,42
6,1587140400,33,Fair / Windy,1005.97,42
6,1587142200,31,Fair,1005.97,46
5,1587144000,26,Fair,1005.97,53
5,1587145800,24,Fair,1006.97,53
4,1587147600,22,Partly Cloudy,1006.97,61
4,1587149400,26,Fair,1006.97,61
4,1587151200,31,Fair,1006.97,61
3,1587153000,30,Fair,1007.96,60
2,1587154800,30,Fair,1007.96,70
2,1587156600,28,Fair,1007.96,70
1,1587158400,28,Fair,1007.96,70
1,1587160200,28,Fair,1008.96,70
