temperature,timestamp,wind_speed,description,pressure,humidity
3,1587853200,22,Mostly Cloudy,997.99,60
2,1587855000,17,Mostly Cloudy,997.99,65
2,1587856800,17,Cloudy,997.99,65
2,1587858600,20,Cloudy,997.99,65
2,1587860400,17,Cloudy,997.99,65
2,1587862200,15,Cloudy,998.98,65
1,1587864000,17,Cloudy,998.98,70
1,1587865800,17,Cloudy,998.98,75
1,1587867600,15,Cloudy,998.98,75
1,1587869400,17,Cloudy,998.98,75
1,1587871200,17,Cloudy,998.98,75
1,1587873000,19,Cloudy,998.98,75
2,1587874800,20,Cloudy,998.98,70
2,1587876600,20,Cloudy,998.98,70
2,1587878400,19,Cloudy,999.98,70
2,1587880200,20,Fair,999.98,70
3,1587882000,20,Fair,999.98,70
3,1587883800,22,Mostly Cloudy,999.98,65
4,1587885600,19,Mostly Cloudy,999.98,61
4,1587887400,22,Mostly Cloudy,999.98,61
4,1587889200,17,Mostly Cloudy,1000.98,61
4,1587891000,19,Mostly Cloudy,1000.98,61
4,1587892800,15,Mostly Cloudy,1000.98,61
4,1587894600,19,Partly Cloudy,1001.98,61
5,1587896400,17,Mostly Cloudy,1001.98,57
5,1587898200,20,Mostly Cloudy,1001.98,57
5,1587900000,15,Mostly Cloudy,1001.98,57
5,1587901800,13,Mostly Cloudy,1001.98,53
4,1587905400,11,Fair,1002.97,61
5,1587907200,17,Fair,1002.97,53
5,1587909000,19,Fair,1002.97,42
4,1587910800,20,Fair,1002.97,52
5,1587912600,15,Partly Cloudy,1002.97,49
4,1587914400,15,Snow Shower,1003.97,56
4,1587916200,17,Cloudy,1003.97,56
4,1587918000,19,Fair,1003.97,56
4,1587919800,20,Fair,1003.97,52
4,1587921600,19,Partly Cloudy,1003.97,52
3,1587923400,17,Fair,1004.97,60
2,1587925200,15,Fair,1004.97,65
2,1587927000,13,Partly Cloudy,1004.97,70
2,1587928800,15,Fair,1005.97,65
1,1587930600,15,Fair,1005.97,70
0,1587932400,15,Fair,1005.97,75
-1,1587934200,9,Fair,1005.97,80
-1,1587936000,15,Fair,1006.97,80
-2,1587937800,9,Fair,1006.97,86
