temperature,timestamp,wind_speed,description,pressure,humidity
-2,1588285200,4,Fair,1011.96,86
-3,1588287000,4,Fair,1011.96,93
-3,1588288800,4,Fair,1011.96,93
-3,1588290600,4,Fair,1011.96,93
-3,1588292400,4,Fair,1011.96,93
-3,1588294200,0,Fair,1011.96,86
-4,1588296000,2,Fair,1011.96,93
-4,1588297800,2,Fair,1011.96,93
-4,1588299600,2,Fair,1011.96,93
-4,1588301400,0,Fair,1011.96,93
-3,1588303200,0,Fair,1011.96,86
-2,1588305000,2,Fair,1010.96,93
0,1588306800,0,Fair,1010.96,87
1,1588308600,6,Fair,1010.96,87
1,1588310400,6,Cloudy,1010.96,87
2,1588312200,6,Light Snow Shower,1010.96,81
2,1588314000,4,Light Snow Shower,1010.96,81
3,1588315800,6,Fair,1010.96,75
4,1588317600,13,Fair,1010.96,70
4,1588319400,6,Fair,1010.96,65
3,1588321200,17,Fair,1010.96,75
3,1588323000,19,Fair,1010.96,81
4,1588324800,15,Fair,1010.96,75
5,1588326600,13,Fair,1010.96,61
5,1588328400,17,Fair,1010.96,61
4,1588330200,15,Fair,1010.96,65
4,1588332000,17,Fair,1010.96,70
3,1588333800,17,Fair,1010.96,75
3,1588335600,15,Fair,1010.96,75
3,1588337400,11,Fair,1010.96,75
4,1588339200,11,Fair,1010.96,75
4,1588341000,15,Fair,1010.96,70
4,1588342800,11,Fair,1010.96,70
4,1588344600,9,Fair,1009.96,65
5,1588346400,9,Cloudy,1009.96,61
5,1588348200,9,Cloudy,1009.96,57
5,1588350000,9,Fair,1009.96,57
5,1588351800,7,Fair,1009.96,53
5,1588353600,6,Fair,1009.96,57
5,1588355400,7,Fair,1009.96,53
4,1588357200,6,Partly Cloudy,1009.96,56
4,1588359000,6,Cloudy,1009.96,61
3,1588360800,6,Cloudy,1009.96,65
3,1588362600,7,Cloudy,1009.96,65
3,1588364400,6,Cloudy,1009.96,65
3,1588366200,7,Cloudy,1008.96,70
3,1588368000,7,Cloudy,1008.96,65
2,1588369800,11,Cloudy,1008.96,75
