temperature,timestamp,wind_speed,description,pressure,humidity
1,1589926800,9,Fair,1014.95,87
1,1589928600,11,Fair,1014.95,87
1,1589930400,11,Fair,1014.95,87
1,1589932200,11,Fair,1014.95,81
0,1589934000,9,Fair,1015.95,87
0,1589935800,9,Fair,1015.95,87
0,1589937600,7,Fair,1015.95,80
1,1589939400,7,Fair,1016.95,81
1,1589941200,11,Fair,1016.95,81
2,1589943000,11,Fair,1016.95,75
2,1589944800,11,Fair,1016.95,75
3,1589946600,13,Fair,1016.95,70
3,1589948400,15,Fair,1017.94,70
4,1589950200,13,Fair,1017.94,70
5,1589952000,13,Fair,1017.94,65
5,1589953800,13,Fair,1017.94,65
6,1589955600,13,Fair,1017.94,61
7,1589957400,11,Fair,1017.94,53
7,1589959200,13,Fair,1018.94,53
8,1589961000,15,Fair,1018.94,46
8,1589962800,11,Fair,1018.94,46
9,1589964600,11,Fair,1018.94,43
9,1589966400,11,Fair,1018.94,40
8,1589968200,11,Fair,1018.94,43
9,1589970000,15,Fair,1018.94,40
9,1589971800,13,Fair,1018.94,37
10,1589973600,11,Fair,1018.94,35
10,1589975400,7,Fair,1018.94,37
10,1589977200,7,Fair,1018.94,37
10,1589979000,6,Fair,1018.94,37
10,1589980800,9,Fair,1018.94,35
9,1589982600,11,Fair,1019.94,43
9,1589984400,13,Fair,1019.94,50
9,1589986200,13,Fair,1019.94,50
8,1589988000,11,Fair,1019.94,57
8,1589989800,9,Fair,1019.94,57
8,1589991600,9,Fair,1019.94,53
8,1589993400,7,Fair,1020.94,53
8,1589995200,6,Fair,1020.94,53
8,1589997000,6,Fair,1020.94,53
8,1589998800,2,Fair,1020.94,53
7,1590000600,0,Fair,1020.94,57
6,1590002400,0,Fair,1020.94,61
5,1590004200,0,Partly Cloudy,1020.94,70
4,1590006000,2,Fair,1020.94,70
3,1590007800,6,Fair,1020.94,75
2,1590009600,7,Fair,1021.94,75
2,1590011400,7,Fair,1021.94,75
