temperature,timestamp,wind_speed,description,pressure,humidity
10,1590877200,2,Fair,1030.92,62
9,1590879000,0,Fair,1030.92,66
8,1590880800,4,Fair,1030.92,71
7,1590882600,4,Fair,1030.92,76
8,1590884400,7,Fair,1030.92,71
8,1590886200,9,Fair,1030.92,76
8,1590888000,7,Fair,1030.92,71
7,1590889800,7,Fair,1030.92,81
10,1590891600,7,Fair,1030.92,66
10,1590893400,6,Fair,1030.92,66
11,1590895200,7,Fair,1030.92,62
11,1590897000,7,Fair,1030.92,62
12,1590898800,7,Fair,1030.92,54
13,1590900600,9,Fair,1030.92,51
14,1590902400,7,Mostly Cloudy,1030.92,48
13,1590904200,7,Fair,1030.92,51
15,1590906000,4,Fair,1030.92,42
16,1590907800,4,Fair,1030.92,39
17,1590909600,11,Fair,1029.92,39
17,1590911400,9,Fair,1029.92,39
18,1590913200,11,Fair,1029.92,37
18,1590915000,13,Fair,1029.92,37
17,1590916800,15,Fair,1029.92,39
17,1590918600,15,Fair,1028.92,39
17,1590920400,15,Fair,1028.92,39
18,1590922200,17,Fair,1028.92,40
17,1590924000,19,Fair,1027.92,39
17,1590925800,19,Fair,1027.92,39
16,1590927600,20,Fair,1027.92,42
16,1590929400,19,Fair,1027.92,42
17,1590931200,20,Fair,1027.92,39
16,1590933000,17,Fair,1026.93,48
15,1590934800,22,Fair,1026.93,48
14,1590936600,19,Fair,1026.93,51
14,1590938400,19,Fair,1026.93,55
14,1590940200,15,Fair,1026.93,51
15,1590942000,11,Fair,1026.93,55
15,1590943800,11,Fair,1025.93,55
13,1590945600,9,Fair,1025.93,58
14,1590947400,7,Fair,1025.93,55
13,1590949200,7,Fair,1025.93,63
12,1590951000,6,Fair,1025.93,67
12,1590952800,6,Fair,1025.93,67
12,1590954600,0,Fair,1025.93,72
11,1590956400,4,Fair,1025.93,76
11,1590958200,2,Fair,1025.93,76
10,1590960000,0,Fair,1025.93,82
9,1590961800,2,Fair,1025.93,82
