temperature,timestamp,wind_speed,description,pressure,humidity
-5,1584746400,19,Mostly Cloudy,1020.94,68
-6,1584748200,20,Fair,1021.94,74
-7,1584750000,17,Fair,1021.94,74
-8,1584751800,15,Fair,1022.93,79
-8,1584753600,13,Fair,1022.93,73
-8,1584755400,19,Fair,1023.93,73
-8,1584757200,19,Fair,1023.93,73
-8,1584759000,19,Fair,1024.93,73
-7,1584760800,24,Fair,1025.93,68
-8,1584762600,19,Fair,1025.93,73
-8,1584764400,13,Fair,1026.93,73
-9,1584766200,20,Fair,1026.93,79
-8,1584768000,13,Fair,1027.92,73
-8,1584769800,15,Fair,1027.92,73
-8,1584771600,17,Fair,1028.92,73
-7,1584773400,13,Fair,1028.92,68
-7,1584775200,13,Fair,1029.92,68
-6,1584777000,13,Fair,1029.92,68
-6,1584778800,11,Fair,1030.92,68
-5,1584780600,7,Fair,1030.92,63
-4,1584782400,9,Fair,1030.92,59
-3,1584784200,11,Fair,1031.92,55
-3,1584786000,13,Fair,1031.92,55
-2,1584787800,13,Fair,1031.92,51
-1,1584789600,11,Fair,1031.92,47
-1,1584791400,9,Fair,1032.91,47
0,1584793200,7,Fair,1031.92,41
0,1584795000,7,Fair,1031.92,38
-1,1584796800,11,Fair,1031.92,47
0,1584798600,7,Fair,1031.92,41
0,1584800400,6,Fair,1031.92,41
0,1584802200,4,Fair,1031.92,41
0,1584804000,9,Fair,1031.92,44
-2,1584805800,7,Fair,1031.92,59
-2,1584807600,15,Fair,1031.92,55
-3,1584809400,11,Fair,1031.92,64
-3,1584811200,7,Fair,1031.92,64
-3,1584813000,9,Fair,1032.91,64
-3,1584814800,9,Fair,1031.92,64
-4,1584816600,7,Fair,1031.92,74
-5,1584818400,4,Fair,1031.92,80
-4,1584820200,9,Fair,1031.92,74
-5,1584822000,6,Fair,1031.92,74
-5,1584823800,4,Fair,1031.92,74
-5,1584825600,6,Fair,1031.92,74
-7,1584827400,6,Fair,1031.92,86
-6,1584829200,2,Fair,1031.92,74
-9,1584831000,6,Fair,1031.92,86
