temperature,timestamp,wind_speed,description,pressure,humidity
2,1585178400,17,Fair,1013.95,70
2,1585180200,15,Fair,1014.95,70
2,1585182000,19,Fair,1014.95,70
1,1585183800,15,Fair,1014.95,75
1,1585185600,9,Fair,1015.95,70
1,1585187400,13,Fair,1015.95,70
0,1585189200,15,Fair,1015.95,75
0,1585191000,4,Fair,1016.95,75
1,1585192800,15,Fair,1016.95,70
0,1585194600,7,Fair,1016.95,75
-1,1585196400,9,Fair,1017.94,75
-1,1585198200,4,Fair,1017.94,80
0,1585200000,11,Fair,1017.94,75
0,1585201800,9,Fair,1017.94,75
2,1585203600,11,Fair,1018.94,65
2,1585205400,17,Fair,1018.94,65
3,1585207200,17,Fair,1018.94,65
4,1585209000,15,Fair,1018.94,61
4,1585210800,11,Fair,1018.94,61
5,1585212600,11,Fair,1019.94,53
6,1585214400,11,Fair,1019.94,49
5,1585216200,13,Fair,1019.94,57
4,1585218000,15,Fair,1019.94,65
6,1585219800,11,Fair,1018.94,57
6,1585221600,15,Fair,1018.94,53
7,1585223400,13,Fair,1018.94,49
7,1585225200,13,Fair,1018.94,46
7,1585227000,15,Fair,1018.94,43
7,1585228800,13,Fair,1018.94,46
7,1585230600,15,Fair,1018.94,46
7,1585232400,11,Fair,1018.94,46
7,1585234200,11,Fair,1018.94,46
7,1585236000,9,Fair,1018.94,46
7,1585237800,13,Fair,1018.94,46
6,1585239600,9,Fair,1018.94,49
4,1585241400,7,Fair,1018.94,61
4,1585243200,7,Fair,1018.94,61
3,1585245000,7,Fair,1018.94,65
3,1585246800,7,Fair,1018.94,65
4,1585248600,9,Fair,1018.94,61
4,1585250400,15,Cloudy,1017.94,61
4,1585252200,9,Cloudy,1018.94,56
4,1585254000,15,Fair,1017.94,61
4,1585255800,19,Fair,1017.94,61
4,1585257600,20,Fair,1017.94,61
4,1585259400,17,Fair,1017.94,61
4,1585261200,19,Fair,1017.94,61
4,1585263000,15,Fair,1017.94,65
