temperature,timestamp,wind_speed,description,pressure,humidity
-1,1589322000,4,Fair,998.98,86
-1,1589323800,2,Fair,998.98,86
-2,1589325600,2,Fair,998.98,93
-2,1589327400,4,Fair,998.98,86
-2,1589329200,0,Fair,999.98,93
-2,1589331000,0,Fair,999.98,93
-3,1589332800,0,Fair,999.98,93
-3,1589334600,0,Fair,999.98,93
-2,1589336400,0,Fair,999.98,86
-2,1589338200,0,Fair,999.98,86
0,1589340000,2,Fair,999.98,80
1,1589341800,7,Fair,1000.98,75
2,1589343600,4,Fair,1000.98,70
2,1589345400,7,Fair,1000.98,65
3,1589347200,7,Fair,1000.98,65
4,1589349000,4,Fair,1000.98,56
4,1589350800,4,Fair,1000.98,56
5,1589352600,6,Fair,1000.98,53
6,1589354400,7,Fair,1000.98,49
6,1589356200,7,Fair,1000.98,46
7,1589358000,4,Fair,1000.98,39
7,1589359800,6,Fair,1000.98,37
7,1589361600,6,Fair,1000.98,34
8,1589363400,13,Fair,1000.98,34
8,1589365200,17,Fair,1000.98,34
7,1589367000,20,Fair,1001.98,43
7,1589368800,20,Fair,1001.98,46
7,1589370600,20,Mostly Cloudy,1001.98,49
6,1589372400,19,Fair,1001.98,53
8,1589374200,22,Fair,1001.98,46
7,1589376000,22,Fair,1001.98,49
7,1589377800,22,Fair,1001.98,49
7,1589379600,20,Fair,1001.98,49
7,1589381400,19,Fair,1001.98,46
7,1589383200,17,Fair,1001.98,49
7,1589385000,19,Fair,1001.98,49
7,1589386800,17,Fair,1001.98,49
5,1589388600,9,Fair,1001.98,61
5,1589390400,7,Fair,1001.98,57
7,1589392200,13,Fair,1001.98,39
5,1589394000,9,Fair,1001.98,42
5,1589395800,7,Fair,1001.98,45
4,1589397600,6,Fair,1001.98,49
3,1589399400,4,Fair,1001.98,60
2,1589401200,2,Fair,1001.98,65
0,1589403000,0,Fair,1001.98,69
-1,1589404800,2,Fair,1001.98,75
-1,1589406600,6,Fair,1001.98,75
