temperature,timestamp,wind_speed,description,pressure,humidity
3,1588458000,6,Cloudy,1001.98,87
2,1588459800,6,Cloudy,1001.98,93
3,1588461600,6,Cloudy,1000.98,93
3,1588463400,6,Cloudy,1000.98,93
3,1588465200,6,Cloudy,1000.98,100
3,1588467000,9,Cloudy,1000.98,100
3,1588468800,9,Cloudy,1000.98,93
3,1588470600,6,Mist,1000.98,93
3,1588472400,9,Mist,1000.98,100
3,1588474200,6,Fog,1000.98,100
3,1588476000,7,Fog,999.98,100
3,1588477800,11,Fog,999.98,100
3,1588479600,6,Fog,999.98,100
3,1588481400,7,Fog,999.98,100
3,1588483200,7,Fog,999.98,100
3,1588486800,7,Fog,999.98,100
3,1588488600,6,Fog,999.98,100
4,1588490400,4,Fog,999.98,93
4,1588492200,2,Cloudy,999.98,100
5,1588494000,4,Cloudy,999.98,93
5,1588495800,2,Cloudy,999.98,100
6,1588497600,4,Cloudy,999.98,93
6,1588499400,4,Mostly Cloudy,1000.98,93
6,1588501200,4,Cloudy,999.98,93
7,1588503000,4,Cloudy,1000.98,87
7,1588504800,6,Cloudy,1000.98,87
7,1588506600,6,Cloudy,1000.98,87
7,1588508400,4,Cloudy,1000.98,81
7,1588510200,7,Mostly Cloudy,1000.98,81
8,1588512000,9,Mostly Cloudy,1000.98,76
8,1588513800,6,Mostly Cloudy,1000.98,76
8,1588515600,6,Mostly Cloudy,1000.98,76
6,1588517400,9,Mostly Cloudy,1000.98,87
7,1588519200,6,Mostly Cloudy,1001.98,81
7,1588521000,4,Mostly Cloudy,1000.98,81
7,1588522800,7,Partly Cloudy,1000.98,81
7,1588524600,9,Mostly Cloudy,1001.98,81
6,1588526400,6,Mostly Cloudy,1001.98,87
4,1588528200,9,Cloudy,1001.98,93
3,1588530000,4,Fair,1001.98,93
3,1588531800,0,Fair,1001.98,93
2,1588533600,0,Fair,1001.98,93
2,1588535400,6,Fair,1000.98,93
0,1588537200,4,Fair,1001.98,100
0,1588539000,4,Fair,1001.98,100
0,1588540800,0,Fair,1001.98,93
0,1588542600,0,Partly Cloudy,1001.98,93
