temperature,timestamp,wind_speed,description,pressure,humidity
6,1587334800,11,Mostly Cloudy,1019.94,66
6,1587336600,13,Fair,1019.94,66
5,1587338400,13,Fair,1019.94,70
5,1587340200,11,Fair,1019.94,70
5,1587342000,11,Fair,1019.94,70
5,1587343800,13,Fair,1019.94,70
4,1587345600,9,Fair,1019.94,75
4,1587347400,11,Fair,1019.94,75
4,1587349200,11,Fair,1019.94,75
4,1587351000,15,Mostly Cloudy,1019.94,70
4,1587352800,20,Mostly Cloudy,1020.94,70
4,1587354600,17,Fair,1020.94,70
3,1587356400,7,Fair,1020.94,75
3,1587358200,13,Fair,1021.94,75
3,1587360000,15,Fair,1021.94,75
3,1587361800,9,Fair,1021.94,75
4,1587363600,9,Fair,1021.94,70
5,1587365400,7,Fair,1021.94,65
6,1587367200,13,Fair,1021.94,61
6,1587369000,15,Fair,1021.94,61
7,1587370800,28,Fair,1021.94,61
7,1587372600,28,Fair,1021.94,61
8,1587374400,19,Fair,1022.93,57
8,1587376200,33,Fair / Windy,1022.93,62
8,1587378000,33,Fair / Windy,1022.93,57
9,1587379800,31,Fair,1022.93,57
9,1587381600,22,Fair,1022.93,57
9,1587383400,22,Fair,1023.93,57
9,1587385200,26,Fair,1023.93,57
9,1587387000,26,Fair,1023.93,54
9,1587388800,28,Fair,1023.93,54
8,1587390600,26,Fair,1023.93,57
9,1587392400,22,Fair,1024.93,54
11,1587394200,22,Fair,1024.93,38
11,1587396000,17,Fair,1024.93,33
9,1587397800,19,Fair,1024.93,50
9,1587399600,22,Fair,1025.93,50
9,1587401400,13,Fair,1025.93,46
7,1587403200,20,Fair,1025.93,53
7,1587405000,19,Fair,1025.93,53
6,1587406800,17,Cloudy,1025.93,57
7,1587408600,13,Cloudy,1026.93,49
7,1587410400,7,Cloudy,1026.93,49
6,1587412200,9,Cloudy,1026.93,57
6,1587414000,6,Cloudy,1026.93,57
7,1587415800,11,Cloudy,1026.93,49
5,1587417600,13,Cloudy,1026.93,61
6,1587419400,9,Cloudy,1026.93,57
