temperature,timestamp,wind_speed,description,pressure,humidity
1,1586384400,9,Fair,995.99,65
2,1586386200,11,Fair,995.99,60
2,1586388000,19,Fair,995.99,60
2,1586389800,13,Fair,994.99,56
1,1586391600,9,Fair,994.99,65
1,1586393400,7,Fair,994.99,65
1,1586395200,9,Fair,994.99,65
1,1586397000,13,Fair,994.99,70
1,1586398800,15,Fair,994.99,70
1,1586400600,13,Fair,994.99,70
1,1586402400,20,Fair,994.99,65
1,1586404200,26,Fair,994.99,65
1,1586406000,22,Fair,995.99,65
1,1586407800,30,Fair,995.99,65
1,1586409600,31,Fair,996.99,65
2,1586411400,31,Fair,996.99,65
2,1586413200,26,Fair,997.99,65
3,1586415000,31,Fair,998.98,60
4,1586416800,24,Fair,998.98,56
4,1586418600,26,Fair,999.98,56
4,1586420400,28,Fair,1000.98,56
4,1586422200,24,Fair,1000.98,56
5,1586424000,22,Fair,1001.98,53
4,1586425800,30,Fair,1002.97,49
4,1586427600,22,Fair,1002.97,49
5,1586429400,15,Fair,1003.97,42
4,1586431200,17,Fair,1003.97,45
4,1586433000,20,Fair,1004.97,49
4,1586434800,22,Fair,1004.97,49
4,1586436600,20,Fair,1005.97,49
4,1586438400,15,Fair,1005.97,45
4,1586440200,28,Fair,1005.97,45
4,1586442000,15,Fair,1006.97,42
4,1586443800,17,Fair,1006.97,42
4,1586445600,13,Fair,1007.96,39
3,1586447400,11,Fair,1007.96,41
3,1586449200,7,Fair,1007.96,41
3,1586451000,4,Fair,1008.96,41
3,1586452800,4,Fair,1008.96,41
2,1586454600,4,Fair,1008.96,52
1,1586456400,9,Cloudy,1009.96,56
2,1586458200,4,Cloudy,1009.96,44
1,1586460000,2,Cloudy,1010.96,56
0,1586461800,6,Cloudy,1010.96,60
0,1586463600,6,Cloudy,1010.96,60
-1,1586465400,6,Cloudy,1010.96,69
0,1586467200,2,Cloudy,1010.96,60
0,1586469000,6,Cloudy,1011.96,60
