temperature,timestamp,wind_speed,description,pressure,humidity
1,1589840400,4,Fair,1005.97,87
0,1589842200,6,Partly Cloudy,1005.97,87
0,1589844000,7,Cloudy,1005.97,93
1,1589845800,6,Cloudy,1005.97,93
1,1589847600,6,Cloudy,1005.97,93
1,1589849400,7,Cloudy,1005.97,93
1,1589851200,11,Partly Cloudy,1005.97,93
1,1589853000,7,Fair,1005.97,93
1,1589854800,9,Fair,1005.97,93
2,1589856600,9,Cloudy,1005.97,93
3,1589858400,15,Cloudy,1005.97,81
3,1589860200,15,Fair,1005.97,81
4,1589862000,15,Fair,1006.97,75
4,1589863800,11,Fair,1006.97,75
5,1589865600,11,Fair,1006.97,76
5,1589867400,11,Fair,1006.97,70
6,1589869200,9,Fair,1006.97,70
7,1589874600,9,Partly Cloudy,1007.96,61
7,1589876400,11,Partly Cloudy,1007.96,61
7,1589878200,9,Fair,1007.96,61
8,1589880000,11,Fair,1007.96,57
8,1589881800,13,Partly Cloudy,1007.96,57
7,1589883600,19,Cloudy,1008.96,66
5,1589885400,11,Light Rain Shower,1008.96,76
5,1589887200,9,Mostly Cloudy,1008.96,81
7,1589889000,17,Partly Cloudy,1009.96,71
7,1589890800,11,Mostly Cloudy,1009.96,66
8,1589892600,13,Partly Cloudy,1009.96,57
8,1589894400,15,Mostly Cloudy,1010.96,62
7,1589896200,15,Light Rain Shower,1010.96,66
5,1589898000,9,Light Rain Shower,1010.96,81
6,1589899800,9,Light Rain Shower,1010.96,70
6,1589901600,13,Mostly Cloudy,1010.96,81
5,1589903400,11,Fair,1011.96,87
5,1589905200,9,Fair,1011.96,87
6,1589907000,13,Fair,1011.96,81
6,1589908800,22,Fair,1011.96,76
5,1589910600,19,Fair,1012.95,76
5,1589912400,15,Partly Cloudy,1012.95,76
5,1589914200,17,Mostly Cloudy,1012.95,76
5,1589916000,19,Mostly Cloudy,1012.95,76
4,1589917800,17,Partly Cloudy,1013.95,75
2,1589919600,17,Fair,1013.95,87
2,1589921400,17,Fair,1013.95,87
2,1589923200,13,Fair,1013.95,87
1,1589925000,11,Fair,1014.95,87
