temperature,timestamp,wind_speed,description,pressure,humidity
0,1589149200,20,Fair,997.99,75
-1,1589151000,20,Fair,997.99,75
-1,1589152800,19,Fair,997.99,75
-1,1589154600,17,Fair,997.99,75
-1,1589156400,19,Fair,997.99,75
0,1589158200,22,Mostly Cloudy,996.99,69
0,1589160000,20,Cloudy,996.99,75
0,1589161800,20,Cloudy,996.99,75
0,1589163600,24,Cloudy,996.99,75
0,1589165400,24,Cloudy,996.99,75
0,1589167200,26,Cloudy,996.99,75
0,1589170800,24,Mostly Cloudy,996.99,75
1,1589172600,24,Fair,996.99,70
1,1589174400,22,Cloudy,996.99,65
2,1589176200,22,Mostly Cloudy,996.99,60
2,1589178000,22,Mostly Cloudy,996.99,60
3,1589179800,24,Mostly Cloudy,996.99,56
3,1589181600,22,Partly Cloudy,995.99,56
4,1589183400,20,Partly Cloudy,995.99,52
5,1589185200,17,Fair,995.99,45
5,1589187000,20,Fair,995.99,42
6,1589188800,24,Fair,995.99,39
6,1589190600,20,Fair,995.99,39
7,1589192400,26,Fair,994.99,37
7,1589194200,28,Fair,994.99,37
7,1589196000,28,Fair,994.99,34
7,1589197800,24,Showers in the Vicinity,994.99,34
7,1589199600,24,Showers in the Vicinity,994.99,34
6,1589201400,24,Showers in the Vicinity,994.99,34
8,1589203200,26,Showers in the Vicinity,993.99,32
7,1589205000,19,Wintry Mix,993.99,34
7,1589206800,20,Showers in the Vicinity,993.99,34
5,1589208600,31,Light Snow Shower,993.99,49
5,1589210400,19,Fair,993.99,49
6,1589212200,13,Light Snow Shower,993.99,49
7,1589214000,24,Fair,993.0,39
5,1589215800,4,Fair,993.0,53
6,1589217600,7,Fair,993.0,42
6,1589219400,13,Fair,993.0,39
5,1589221200,13,Partly Cloudy,993.0,45
4,1589223000,6,Mostly Cloudy,993.0,52
4,1589224800,7,Partly Cloudy,993.0,52
3,1589226600,7,Cloudy,993.0,56
2,1589228400,13,Fair,993.0,60
2,1589230200,11,Fair,993.0,60
1,1589232000,11,Partly Cloudy,992.0,65
1,1589233800,15,Partly Cloudy,992.0,65
