temperature,timestamp,wind_speed,description,pressure,humidity
1,1586298000,11,Fair,1011.96,75
3,1586299800,9,Fair,1011.96,65
4,1586301600,7,Fair,1011.96,65
4,1586303400,13,Partly Cloudy,1011.96,65
5,1586305200,9,Fair,1011.96,65
5,1586307000,15,Fair,1010.96,65
5,1586308800,13,Fair,1010.96,65
5,1586310600,15,Mostly Cloudy,1010.96,65
5,1586312400,19,Partly Cloudy,1010.96,65
5,1586314200,19,Fair,1010.96,65
5,1586316000,17,Partly Cloudy,1010.96,65
4,1586317800,11,Fair,1010.96,70
4,1586319600,9,Fair,1009.96,70
5,1586321400,17,Fair,1009.96,61
5,1586323200,11,Fair,1008.96,61
4,1586325000,15,Fair,1008.96,65
4,1586326800,17,Fair,1007.96,65
3,1586328600,15,Fair,1007.96,75
3,1586330400,15,Fair,1006.97,75
3,1586332200,19,Fair,1005.97,70
4,1586334000,17,Fair,1004.97,65
3,1586335800,19,Fair,1003.97,75
3,1586337600,17,Fair,1003.97,75
4,1586339400,17,Fair,1002.97,70
5,1586341200,17,Fair,1001.98,65
5,1586343000,17,Fair,1000.98,65
6,1586344800,15,Fair,1000.98,61
7,1586346600,20,Fair,999.98,53
8,1586348400,22,Fair,999.98,50
8,1586350200,24,Fair,999.98,50
7,1586352000,19,Fair,999.98,53
8,1586353800,20,Fair,998.98,50
8,1586355600,15,Fair,998.98,50
10,1586357400,17,Fair,998.98,43
10,1586359200,24,Fair,998.98,43
9,1586361000,28,Fair,998.98,46
8,1586362800,19,Fair,998.98,53
7,1586364600,22,Fair,998.98,57
7,1586366400,15,Fair,997.99,57
6,1586368200,17,Fair,997.99,61
5,1586370000,9,Fair,997.99,65
5,1586371800,6,Fair,997.99,65
4,1586373600,7,Fair,997.99,65
4,1586375400,9,Fair,997.99,65
2,1586377200,0,Fair,997.99,75
1,1586379000,9,Fair,997.99,81
2,1586380800,11,Fair,996.99,75
2,1586382600,9,Fair,995.99,70
