temperature,timestamp,wind_speed,description,pressure,humidity
-9,1584660000,13,Fair,1018.94,62
-10,1584661800,6,Fair,1018.94,67
-11,1584663600,11,Fair,1018.94,73
-10,1584665400,4,Fair,1019.94,67
-10,1584667200,0,Fair,1019.94,67
-11,1584669000,0,Fair,1019.94,73
-12,1584670800,6,Fair,1019.94,79
-12,1584672600,2,Fair,1019.94,73
-12,1584674400,4,Fair,1019.94,73
-12,1584676200,4,Fair,1019.94,79
-12,1584678000,4,Fair,1019.94,73
-13,1584679800,4,Fair,1019.94,79
-13,1584681600,2,Fair,1019.94,79
-12,1584683400,2,Fair,1019.94,73
-10,1584685200,4,Fair,1019.94,67
-8,1584687000,2,Fair,1019.94,58
-6,1584688800,2,Fair,1019.94,50
-6,1584690600,4,Fair,1019.94,54
-5,1584692400,9,Fair,1019.94,54
-4,1584694200,9,Fair,1019.94,50
-3,1584696000,9,Fair,1019.94,51
-2,1584697800,6,Fair,1019.94,51
-2,1584699600,7,Fair,1019.94,51
-1,1584701400,17,Fair,1019.94,47
-1,1584703200,17,Fair,1018.94,51
0,1584705000,19,Fair,1018.94,48
0,1584706800,17,Fair,1018.94,48
0,1584708600,19,Fair,1018.94,48
0,1584710400,17,Fair,1018.94,51
1,1584712200,26,Fair,1018.94,44
0,1584714000,20,Fair,1018.94,51
1,1584715800,22,Fair,1018.94,44
1,1584717600,15,Fair,1018.94,44
1,1584719400,11,Fair,1018.94,41
0,1584721200,15,Fair,1018.94,41
0,1584723000,7,Fair,1018.94,41
-1,1584724800,9,Fair,1018.94,40
-2,1584726600,11,Fair,1018.94,43
-2,1584728400,15,Fair,1018.94,47
-2,1584730200,11,Fair,1018.94,47
-2,1584732000,9,Fair,1018.94,47
-3,1584733800,9,Fair,1018.94,55
-4,1584735600,9,Fair,1018.94,59
-3,1584737400,11,Fair,1018.94,59
-3,1584739200,13,Fair,1019.94,59
-4,1584741000,13,Fair,1019.94,64
-5,1584742800,15,Fair,1019.94,68
-5,1584744600,19,Fair,1020.94,74
