temperature,timestamp,wind_speed,description,pressure,humidity
0,1586730000,19,Wintry Mix,977.03,100
0,1586731800,19,Wintry Mix,976.03,100
0,1586733600,26,Wintry Mix,976.03,93
-1,1586735400,28,Light Snow,976.03,100
-1,1586737200,24,Snow,976.03,93
-1,1586739000,30,Light Snow,976.03,93
-1,1586740800,31,Light Snow,975.03,93
-1,1586742600,33,Unknown Precipitation,975.03,93
-2,1586744400,31,Unknown Precipitation,975.03,100
-1,1586746200,31,Unknown Precipitation,975.03,93
-1,1586748000,30,Snow,975.03,93
-1,1586749800,28,Light Snow,975.03,93
-1,1586751600,28,Light Snow,975.03,93
-1,1586753400,26,Light Snow,975.03,100
-1,1586755200,24,Snow,976.03,100
0,1586757000,20,Wintry Mix,976.03,93
0,1586758800,24,Wintry Mix,977.03,93
0,1586760600,28,Wintry Mix,977.03,93
0,1586762400,26,Wintry Mix,978.03,93
0,1586764200,17,Light Snow,979.02,93
0,1586766000,13,Wintry Mix,980.02,93
0,1586767800,17,Wintry Mix,981.02,93
0,1586769600,17,Light Snow Shower,982.02,100
0,1586771400,15,Light Snow Shower,983.02,93
0,1586773200,15,Light Snow Shower,984.01,93
0,1586775000,15,Wintry Mix,985.01,100
0,1586776800,22,Wintry Mix,985.01,93
0,1586778600,26,Wintry Mix,986.01,93
0,1586780400,28,Wintry Mix,987.01,93
0,1586782200,30,Wintry Mix,987.01,93
0,1586784000,33,Wintry Mix / Windy,988.01,93
0,1586785800,35,Wintry Mix / Windy,988.01,93
0,1586787600,37,Snow / Windy,989.0,93
0,1586789400,33,Wintry Mix / Windy,989.0,93
1,1586791200,33,Cloudy / Windy,990.0,87
1,1586793000,35,Cloudy / Windy,990.0,81
1,1586794800,37,Fair / Windy,991.0,81
1,1586796600,31,Fair,991.0,81
1,1586798400,31,Fair,992.0,81
1,1586800200,30,Mostly Cloudy,992.0,81
1,1586802000,37,Cloudy / Windy,993.0,81
1,1586803800,35,Cloudy / Windy,993.0,81
1,1586805600,33,Cloudy / Windy,993.0,81
1,1586807400,30,Cloudy,993.99,81
1,1586809200,31,Cloudy,993.99,75
1,1586811000,35,Cloudy / Windy,993.99,75
1,1586812800,31,Cloudy,993.99,75
1,1586814600,33,Cloudy / Windy,994.99,75
