temperature,timestamp,wind_speed,description,pressure,humidity
2,1588371600,11,Cloudy,1008.96,75
2,1588373400,11,Cloudy,1008.96,75
2,1588375200,9,Cloudy,1007.96,75
3,1588377000,9,Cloudy,1007.96,70
3,1588378800,6,Cloudy,1007.96,70
2,1588380600,4,Cloudy,1007.96,81
2,1588382400,7,Partly Cloudy,1007.96,75
2,1588384200,15,Cloudy,1007.96,81
2,1588386000,15,Cloudy,1007.96,81
2,1588387800,9,Light Rain,1007.96,87
2,1588389600,13,Light Rain,1007.96,93
1,1588391400,17,Wintry Mix,1006.97,100
1,1588393200,19,Wintry Mix,1006.97,93
1,1588395000,15,Wintry Mix,1006.97,93
1,1588396800,19,Wintry Mix,1006.97,93
1,1588398600,17,Wintry Mix,1005.97,93
1,1588400400,17,Light Rain,1005.97,100
2,1588402200,20,Cloudy,1005.97,93
2,1588404000,19,Cloudy,1005.97,93
2,1588407600,19,Wintry Mix,1004.97,93
2,1588409400,20,Wintry Mix,1004.97,93
2,1588411200,20,Light Rain,1004.97,93
2,1588413000,17,Light Rain,1003.97,93
2,1588414800,17,Fair,1003.97,93
3,1588416600,17,Light Rain Shower,1003.97,87
3,1588418400,17,Fair,1003.97,87
3,1588420200,15,Fair,1003.97,87
4,1588422000,15,Mostly Cloudy,1003.97,81
4,1588423800,19,Fair,1003.97,81
4,1588425600,17,Fair,1003.97,81
4,1588427400,17,Mostly Cloudy,1002.97,81
4,1588429200,13,Cloudy,1002.97,81
4,1588431000,15,Cloudy,1002.97,75
4,1588432800,13,Cloudy,1002.97,75
4,1588434600,11,Cloudy,1002.97,75
3,1588436400,13,Cloudy,1002.97,81
3,1588438200,13,Cloudy,1001.98,81
4,1588440000,13,Cloudy,1001.98,75
3,1588441800,6,Mostly Cloudy,1001.98,81
3,1588443600,4,Mostly Cloudy,1001.98,81
3,1588445400,4,Cloudy,1001.98,81
3,1588447200,0,Cloudy,1001.98,81
3,1588449000,4,Cloudy,1001.98,81
2,1588450800,4,Cloudy,1001.98,87
3,1588452600,6,Cloudy,1001.98,81
2,1588454400,6,Cloudy,1001.98,87
2,1588456200,6,Cloudy,1001.98,87
