temperature,timestamp,wind_speed,description,pressure,humidity
9,1590704400,19,Fair,1020.94,57
8,1590706200,11,Fair,1020.94,62
8,1590708000,7,Fair,1020.94,62
7,1590709800,9,Fair,1020.94,66
7,1590711600,13,Fair,1020.94,66
8,1590713400,13,Fair,1020.94,62
7,1590715200,11,Fair,1020.94,71
7,1590717000,2,Fair,1020.94,66
7,1590718800,2,Mostly Cloudy,1020.94,71
7,1590720600,6,Cloudy,1020.94,71
7,1590722400,7,Cloudy,1020.94,71
8,1590724200,7,Fair,1020.94,66
9,1590726000,7,Fair,1020.94,66
10,1590727800,13,Fair,1020.94,58
10,1590729600,13,Fair,1020.94,62
11,1590731400,20,Fair,1020.94,58
12,1590733200,22,Fair,1019.94,54
11,1590735000,20,Fair,1019.94,58
12,1590736800,26,Mostly Cloudy,1020.94,54
11,1590738600,26,Mostly Cloudy,1020.94,58
13,1590740400,24,Mostly Cloudy,1020.94,51
12,1590742200,30,Mostly Cloudy,1020.94,54
12,1590744000,24,Mostly Cloudy,1020.94,54
13,1590745800,20,Mostly Cloudy,1020.94,51
13,1590747600,22,Mostly Cloudy,1020.94,51
14,1590749400,17,Mostly Cloudy,1020.94,44
14,1590751200,22,Fair,1019.94,48
14,1590753000,22,Fair,1019.94,48
14,1590754800,26,Fair,1020.94,48
15,1590756600,26,Fair,1019.94,45
15,1590758400,24,Fair,1020.94,42
15,1590760200,28,Fair,1020.94,42
15,1590762000,22,Fair,1020.94,42
16,1590763800,26,Fair,1020.94,39
16,1590765600,24,Fair,1020.94,39
16,1590767400,26,Fair,1020.94,39
15,1590769200,30,Fair,1020.94,42
16,1590771000,24,Fair,1021.94,39
14,1590772800,30,Fair,1021.94,41
14,1590774600,26,Fair,1022.93,41
14,1590776400,17,Cloudy,1022.93,41
13,1590778200,20,Cloudy,1022.93,47
13,1590780000,19,Cloudy,1022.93,47
13,1590781800,13,Cloudy,1023.93,47
12,1590783600,13,Cloudy,1023.93,54
12,1590785400,13,Cloudy,1023.93,54
11,1590787200,19,Fair,1024.93,58
10,1590789000,20,Partly Cloudy,1024.93,58
