temperature,timestamp,wind_speed,description,pressure,humidity
-1,1587766800,4,Fair,1001.98,64
-1,1587768600,11,Fair,1001.98,64
-2,1587770400,15,Fair,1001.98,69
-2,1587772200,11,Fair,1001.98,69
-2,1587774000,11,Fair,1001.98,69
-1,1587775800,11,Fair,1001.98,64
-2,1587777600,11,Fair,1000.98,69
-1,1587779400,13,Fair,1000.98,64
-1,1587781200,13,Fair,1000.98,64
-1,1587783000,17,Fair,999.98,64
-1,1587784800,19,Fair,999.98,64
0,1587786600,20,Fair,999.98,55
1,1587788400,19,Fair,998.98,56
1,1587790200,24,Fair,998.98,56
1,1587792000,22,Fair,998.98,56
2,1587793800,26,Fair,998.98,52
2,1587795600,24,Fair,997.99,52
3,1587797400,26,Fair,997.99,48
4,1587799200,26,Fair,997.99,45
4,1587802800,33,Fair / Windy,996.99,49
4,1587804600,33,Fair / Windy,996.99,49
5,1587806400,33,Fair / Windy,996.99,45
5,1587808200,37,Fair / Windy,996.99,45
5,1587810000,33,Fair / Windy,996.99,49
6,1587811800,35,Fair / Windy,996.99,46
6,1587813600,33,Fair / Windy,996.99,46
6,1587815400,35,Fair / Windy,996.99,46
6,1587817200,35,Fair / Windy,996.99,46
6,1587819000,33,Fair / Windy,996.99,46
6,1587820800,31,Fair,996.99,46
6,1587822600,33,Fair / Windy,996.99,46
6,1587824400,33,Mostly Cloudy / Windy,996.99,49
6,1587826200,30,Cloudy,995.99,49
6,1587828000,24,Cloudy,995.99,49
6,1587829800,26,Cloudy,995.99,42
5,1587831600,20,Cloudy,996.99,49
5,1587833400,20,Mostly Cloudy,996.99,45
5,1587835200,24,Cloudy,996.99,49
5,1587837000,22,Cloudy,996.99,49
4,1587838800,22,Cloudy,996.99,52
4,1587840600,24,Cloudy,996.99,52
4,1587842400,22,Cloudy,996.99,52
3,1587844200,22,Cloudy,996.99,60
3,1587846000,22,Cloudy,996.99,60
3,1587847800,22,Cloudy,997.99,60
3,1587849600,22,Cloudy,997.99,60
3,1587851400,22,Cloudy,997.99,60
