temperature,timestamp,wind_speed,description,pressure,humidity
-7,1585520400,11,Fair,1017.94,58
-8,1585522200,11,Fair,1017.94,63
-9,1585524000,15,Fair,1017.94,68
-9,1585525800,13,Fair,1018.94,68
-8,1585527600,15,Fair,1018.94,63
-9,1585529400,19,Fair,1018.94,68
-8,1585531200,15,Fair,1018.94,63
-9,1585533000,17,Fair,1018.94,68
-9,1585534800,15,Fair,1018.94,68
-10,1585536600,17,Fair,1019.94,67
-10,1585538400,15,Fair,1019.94,67
-11,1585540200,15,Fair,1019.94,73
-9,1585542000,13,Fair,1019.94,68
-9,1585543800,13,Fair,1019.94,68
-9,1585545600,20,Fair,1020.94,68
-9,1585547400,22,Fair,1020.94,68
-7,1585549200,22,Fair,1020.94,63
-7,1585551000,26,Fair,1020.94,63
-6,1585552800,24,Fair,1020.94,58
-5,1585554600,20,Fair,1020.94,54
-5,1585556400,17,Fair,1021.94,59
-4,1585558200,20,Fair,1021.94,54
-3,1585560000,17,Fair,1021.94,51
-3,1585561800,19,Fair,1021.94,51
-2,1585563600,19,Fair,1021.94,47
-2,1585565400,19,Fair,1021.94,51
-1,1585567200,17,Fair,1021.94,44
-1,1585569000,19,Fair,1021.94,44
-1,1585570800,19,Fair,1021.94,40
-1,1585572600,17,Fair,1021.94,44
0,1585574400,15,Fair,1020.94,38
0,1585576200,13,Fair,1020.94,38
0,1585578000,11,Fair,1020.94,38
0,1585579800,19,Fair,1020.94,38
0,1585581600,19,Fair,1020.94,38
0,1585583400,15,Fair,1020.94,41
0,1585585200,13,Fair,1020.94,38
-1,1585587000,7,Fair,1020.94,37
-2,1585588800,7,Fair,1019.94,40
-2,1585590600,7,Fair,1019.94,40
-3,1585592400,7,Fair,1019.94,47
-3,1585594200,9,Fair,1019.94,47
-4,1585596000,7,Fair,1019.94,50
-4,1585597800,9,Fair,1018.94,50
-4,1585599600,9,Fair,1018.94,46
-4,1585601400,9,Fair,1017.94,50
-5,1585603200,9,Fair,1017.94,54
-4,1585605000,9,Fair,1016.95,50
