temperature,timestamp,wind_speed,description,pressure,humidity
-2,1589408400,6,Fair,1001.98,80
-1,1589410200,4,Fair,1001.98,75
-1,1589412000,2,Fair,1001.98,75
-2,1589413800,0,Fair,1001.98,74
-3,1589415600,6,Fair,1001.98,80
-1,1589417400,6,Fair,1001.98,64
-2,1589419200,13,Fair,1001.98,69
-1,1589421000,15,Fair,1001.98,64
-1,1589422800,17,Fair,1001.98,64
0,1589424600,15,Fair,1001.98,60
1,1589426400,15,Fair,1001.98,60
2,1589428200,17,Fair,1001.98,52
2,1589430000,17,Fair,1001.98,52
3,1589431800,22,Fair,1001.98,52
3,1589433600,15,Fair,1001.98,52
4,1589435400,11,Fair,1001.98,49
5,1589437200,17,Fair,1001.98,42
5,1589439000,17,Fair,1001.98,39
6,1589440800,19,Fair,1000.98,36
6,1589442600,17,Fair,1000.98,34
6,1589444400,17,Fair,1000.98,36
7,1589446200,17,Fair,1000.98,34
7,1589448000,19,Fair,1000.98,31
7,1589449800,17,Fair,1000.98,29
7,1589451600,13,Fair,1000.98,29
8,1589453400,19,Fair,1000.98,27
6,1589455200,19,Fair,1000.98,46
6,1589457000,17,Fair,1000.98,53
6,1589458800,15,Partly Cloudy,999.98,57
7,1589460600,6,Light Rain,999.98,37
7,1589462400,9,Mostly Cloudy,999.98,34
7,1589464200,9,Mostly Cloudy,999.98,34
7,1589466000,20,Mostly Cloudy,999.98,37
8,1589467800,15,Partly Cloudy,999.98,32
7,1589469600,19,Fair,999.98,37
7,1589471400,17,Fair,998.98,34
7,1589473200,11,Fair,998.98,34
7,1589475000,15,Fair,998.98,31
7,1589476800,19,Fair,998.98,37
7,1589478600,11,Fair,998.98,31
7,1589480400,11,Cloudy,998.98,31
7,1589482200,7,Partly Cloudy,998.98,31
6,1589484000,6,Cloudy,998.98,39
5,1589485800,11,Fair,998.98,33
4,1589487600,9,Fair,997.99,39
3,1589489400,9,Fair,997.99,41
2,1589491200,11,Fair,997.99,44
2,1589493000,11,Fair,997.99,48
