node_total_cpu_seconds,node_total_memory_bytes,node_total_read_bytes,node_total_write_bytes,node_total_receive_bytes,node_total_transmit_bytes,node_power,timestamp,node
0.5629949694021479,1860263129.6465046,0.0,270299.62151908467,2083025.2370166732,2095444.7904782856,1190,1588024800.0,0
0.5575274786039889,1460270392.770954,0.0,120297.91899905064,1345429.385936637,1358781.8636405852,1190,1588025100.0,0
0.5523433738629877,1821937375.984195,0.0,183988.70115560284,1555591.3186361068,1569366.8067704085,1190,1588025400.0,0
0.5599609994464312,761678991.2946588,0.0,305001.69792630826,2216091.2545678653,2235037.3528507124,1190,1588025700.0,0
0.5626334483784426,587869023.0161178,254.56594517551133,313991.43410990556,2305864.4183815117,2324046.459784384,1190,1588026000.0,0
0.5926768630301731,1064739505.0412332,0.0,146090.29836551545,3627564.3273737286,2486608.69968749,1190,1588026300.0,0
0.5653754454035722,987869939.2756779,0.0,250474.2434661957,1835438.9225085012,1849194.4479502637,1190,1588026600.0,0
0.5578320728511892,1133726728.6749444,0.0,181901.2655117064,1092056.232877213,1107663.9168517096,1190,1588026900.0,0
0.5582595079072339,414981426.5783763,0.0,100286.16012918076,1131270.3141949498,1147586.8993843445,1190,1588027200.0,0
0.5586142805760445,518319425.18770427,0.0,164019.12609336813,1431629.96865353,1449096.137829216,1190,1588027500.0,0
0.5922740293723942,1177801887.9613705,0.0,205521.42425181804,3481015.8808211843,2633689.9930789107,1190,1588027800.0,0
0.5592874927024111,606220282.0651674,0.0,201110.273391218,1655750.196949709,1672480.6702855504,1190,1588028100.0,0
0.5583056408516963,452607262.6081348,0.0,73167.46940038301,1045632.01461206,1062017.6246952615,1190,1588028400.0,0
0.5535950856450873,1989188467.9746704,0.0,222651.17875310703,2477922.576664441,2487558.960157325,1190,1588028700.0,0
0.5505616834096192,885722049.5282166,0.0,150951.77289451536,1485749.5008311472,1494380.2257643188,1190,1588029000.0,0
0.5542429117675215,1123199654.334985,0.0,48205.4852419997,985181.6206933105,992104.5890782772,1190,1588029300.0,0
0.5543136809991265,747163510.1288342,169.7043018548979,61773.113592920075,991056.5843502587,999925.3342616413,1190,1588029600.0,0
0.5567362243849479,1272400069.311563,0.0,310940.0907428125,2270932.7323314105,2271214.145233084,1190,1588029900.0,0
0.5574473755832637,1687492671.994268,0.0,207155.4199293025,1864044.8221308596,1876622.4921018758,1190,1588030200.0,0
0.5574787750439837,1652544476.7984114,0.0,346724.15123909037,2462917.0141898817,2470164.873170248,1218,1588030500.0,0
0.8688484465569428,216682272.1799093,698854790.7624627,183825.93572698586,2534723.0506511885,2005089.860568397,1190,1588030800.0,0
0.7890659179574557,42511513.11225885,547577981.3203354,163414.29960819118,2434656.140877369,2010177.5684054662,1190,1588031100.0,0
0.5701100056484943,982790620.501274,0.0,323190.47709690704,2846816.6269791513,3328580.271934953,1190,1588031400.0,0
0.5570372562344666,753948974.212875,0.0,254045.9319079104,1847426.5111010168,1860297.9635329358,1190,1588031700.0,0
0.5647143771644536,255466294.03669488,0.0,226092.3706023525,1803633.0743148543,1824610.3775304388,1190,1588032000.0,0
0.5597412563397351,769130340.808246,0.0,322093.0965035661,2343551.3942353413,2361433.1611727932,1204,1588032300.0,0
1.0579035242265182,1428743308.4431396,1514841039.3508782,244713.1840308359,2367871.8004809828,2936919.544492096,1232,1588032600.0,0
0.9033300296831434,30644834.13339531,834129145.5269578,182928.78788749786,1665448.597685409,1527846.9496007285,1190,1588032900.0,0
0.5605421883616774,1848463921.6952415,84.86094076308548,276798.38366630697,1952787.734786477,1969873.715259872,1190,1588033200.0,0
0.5632336173258378,2397811546.140264,0.0,164614.53294613142,1459845.3303286622,1474206.835591394,1190,1588033500.0,0
0.5602892882790461,1313823834.0813534,0.0,205670.54079622094,1676903.480862545,1683128.2421916344,1190,1588033800.0,0
0.5567120185412192,818501632.1781697,0.0,312326.2886556661,2352853.87114415,2363787.3901690333,1190,1588034100.0,0
0.5514000799982047,1858523928.003268,0.0,232871.39324496215,1910785.56114975,1921950.7249299246,1190,1588034400.0,0
0.554882229761067,929507336.2946943,0.0,253532.53547326053,1898273.7060073104,1912637.2740022591,1190,1588034700.0,0
0.5786818476592362,2376935604.5254693,0.0,169145.71997068272,2093810.6801418944,2657164.901826167,1190,1588035000.0,0
0.5569277144402643,36873896.29123517,0.0,196861.99128010208,1692878.6619254472,1703298.0932570694,1190,1588035300.0,0
0.5568988408305716,1135620841.541882,0.0,299697.12472145737,2220301.4869939783,2231513.752157983,1190,1588035600.0,0
0.5519422165283121,1830608902.8705199,0.0,201095.52064664644,2685426.821740912,2696310.74405105,1190,1588035900.0,0
0.5576736322938775,1545330426.4501138,0.0,366836.1396828977,2534204.4444930907,2543830.91467658,1190,1588036200.0,0
