container_cpu_seconds,container_memory_bytes,container_read_bytes,container_write_bytes,container,timestamp,node
0.0,0.0,0.0,0.0,0,1588456800.0,5
0.0,0.0,0.0,0.0,0,1588457100.0,5
0.0,0.0,0.0,0.0,0,1588457400.0,5
0.0,0.0,0.0,0.0,0,1588457700.0,5
0.0,0.0,0.0,0.0,0,1588458000.0,5
0.0,0.0,0.0,0.0,0,1588458300.0,5
0.0,0.0,0.0,0.0,0,1588458600.0,5
0.0,0.0,0.0,0.0,0,1588458900.0,5
0.0,0.0,0.0,0.0,0,1588459200.0,5
0.0,0.0,0.0,0.0,0,1588459500.0,5
0.0,0.0,0.0,0.0,0,1588459800.0,5
0.0,0.0,0.0,0.0,0,1588460100.0,5
0.0,0.0,0.0,0.0,0,1588460400.0,5
0.0,0.0,0.0,0.0,0,1588460700.0,5
0.0,0.0,0.0,0.0,0,1588461000.0,5
0.0,0.0,0.0,0.0,0,1588461300.0,5
0.0,0.0,0.0,0.0,0,1588461600.0,5
0.0,0.0,0.0,0.0,0,1588461900.0,5
0.0,0.0,0.0,0.0,0,1588462200.0,5
0.0,0.0,0.0,0.0,0,1588462500.0,5
0.0,0.0,0.0,0.0,0,1588462800.0,5
0.0,0.0,0.0,0.0,0,1588463100.0,5
0.0,0.0,0.0,0.0,0,1588463400.0,5
0.0,0.0,0.0,0.0,0,1588463700.0,5
0.0,0.0,0.0,0.0,0,1588464000.0,5
0.0,0.0,0.0,0.0,0,1588464300.0,5
0.0,0.0,0.0,0.0,0,1588464600.0,5
0.0,0.0,0.0,0.0,0,1588464900.0,5
0.0,0.0,0.0,0.0,0,1588465200.0,5
0.0,0.0,0.0,0.0,0,1588465500.0,5
0.0,0.0,0.0,0.0,0,1588465800.0,5
0.0,0.0,0.0,0.0,0,1588466100.0,5
0.0,0.0,0.0,0.0,0,1588466400.0,5
0.0,0.0,0.0,0.0,0,1588466700.0,5
0.0,0.0,0.0,0.0,0,1588467000.0,5
0.0,0.0,0.0,0.0,0,1588467300.0,5
0.0,0.0,0.0,0.0,0,1588467600.0,5
0.0,0.0,0.0,0.0,0,1588467900.0,5
0.0,0.0,0.0,0.0,0,1588468200.0,5
0.0,0.0,0.0,0.0,0,1588468500.0,5
0.0,0.0,0.0,0.0,0,1588468800.0,5
0.0,0.0,0.0,0.0,0,1588469100.0,5
0.0,0.0,0.0,0.0,0,1588469400.0,5
0.0,0.0,0.0,0.0,0,1588469700.0,5
0.0,0.0,0.0,0.0,0,1588470000.0,5
0.0,0.0,0.0,0.0,0,1588470300.0,5
0.0,0.0,0.0,0.0,0,1588470600.0,5
0.0,0.0,0.0,0.0,0,1588470900.0,5
0.0,0.0,0.0,0.0,0,1588471200.0,5
0.0,0.0,0.0,0.0,0,1588471500.0,5
0.0,0.0,0.0,0.0,0,1588471800.0,5
0.0,0.0,0.0,0.0,0,1588472100.0,5
0.0,0.0,0.0,0.0,0,1588472400.0,5
0.0,0.0,0.0,0.0,0,1588472700.0,5
0.0,0.0,0.0,0.0,0,1588473000.0,5
0.0,0.0,0.0,0.0,0,1588473300.0,5
0.0,0.0,0.0,0.0,0,1588473600.0,5
0.0,0.0,0.0,0.0,0,1588473900.0,5
0.0,0.0,0.0,0.0,0,1588474200.0,5
0.0,0.0,0.0,0.0,0,1588474500.0,5
0.0,0.0,0.0,0.0,0,1588474800.0,5
0.0,0.0,0.0,0.0,0,1588475100.0,5
0.0,0.0,0.0,0.0,0,1588475400.0,5
0.0,0.0,0.0,0.0,0,1588475700.0,5
0.0,0.0,0.0,0.0,0,1588476000.0,5
0.0,0.0,0.0,0.0,0,1588476300.0,5
0.0,0.0,0.0,0.0,0,1588476600.0,5
0.0,0.0,0.0,0.0,0,1588476900.0,5
0.0,0.0,0.0,0.0,0,1588477200.0,5
0.0,0.0,0.0,0.0,0,1588477500.0,5
0.0,0.0,0.0,0.0,0,1588477800.0,5
0.0,0.0,0.0,0.0,0,1588478100.0,5
0.0,0.0,0.0,0.0,0,1588478400.0,5
0.0,0.0,0.0,0.0,0,1588478700.0,5
0.0,0.0,0.0,0.0,0,1588479000.0,5
0.0,0.0,0.0,0.0,0,1588479300.0,5
0.0,0.0,0.0,0.0,0,1588479600.0,5
0.0,0.0,0.0,0.0,0,1588479900.0,5
0.0,0.0,0.0,0.0,0,1588480200.0,5
0.0,0.0,0.0,0.0,0,1588480500.0,5
0.0,0.0,0.0,0.0,0,1588480800.0,5
0.0,0.0,0.0,0.0,0,1588481100.0,5
0.0,0.0,0.0,0.0,0,1588481400.0,5
0.0,0.0,0.0,0.0,0,1588481700.0,5
