container_cpu_seconds,container_memory_bytes,container_read_bytes,container_write_bytes,container,timestamp,node
0.0,0.0,0.0,0.0,0,1584572400.0,5
0.0,0.0,0.0,0.0,0,1584572700.0,5
0.0,0.0,0.0,0.0,0,1584573000.0,5
0.0,0.0,0.0,0.0,0,1584573300.0,5
0.0,0.0,0.0,0.0,0,1584573600.0,5
0.0,0.0,0.0,0.0,0,1584573900.0,5
0.0,0.0,0.0,0.0,0,1584574200.0,5
0.0,0.0,0.0,0.0,0,1584574500.0,5
0.0,0.0,0.0,0.0,0,1584574800.0,5
0.0,0.0,0.0,0.0,0,1584575100.0,5
0.0,0.0,0.0,0.0,0,1584575400.0,5
0.0,0.0,0.0,0.0,0,1584575700.0,5
0.0,0.0,0.0,0.0,0,1584576000.0,5
0.0,0.0,0.0,0.0,0,1584576300.0,5
0.0,0.0,0.0,0.0,0,1584576600.0,5
0.0,0.0,0.0,0.0,0,1584576900.0,5
0.0,0.0,0.0,0.0,0,1584577200.0,5
0.0,0.0,0.0,0.0,0,1584577500.0,5
0.0,0.0,0.0,0.0,0,1584577800.0,5
0.0,0.0,0.0,0.0,0,1584578100.0,5
0.0,0.0,0.0,0.0,0,1584578400.0,5
0.0,0.0,0.0,0.0,0,1584578700.0,5
0.0,0.0,0.0,0.0,0,1584579000.0,5
0.0,0.0,0.0,0.0,0,1584579300.0,5
0.0,0.0,0.0,0.0,0,1584579600.0,5
0.0,0.0,0.0,0.0,0,1584579900.0,5
0.0,0.0,0.0,0.0,0,1584580200.0,5
0.0,0.0,0.0,0.0,0,1584580500.0,5
0.0,0.0,0.0,0.0,0,1584580800.0,5
0.0,0.0,0.0,0.0,0,1584581100.0,5
0.0,0.0,0.0,0.0,0,1584581400.0,5
0.0,0.0,0.0,0.0,0,1584581700.0,5
0.0,0.0,0.0,0.0,0,1584582000.0,5
0.0,0.0,0.0,0.0,0,1584582300.0,5
0.0,0.0,0.0,0.0,0,1584582600.0,5
0.0,0.0,0.0,0.0,0,1584582900.0,5
0.0,0.0,0.0,0.0,0,1584583200.0,5
0.0,0.0,0.0,0.0,0,1584583500.0,5
0.0,0.0,0.0,0.0,0,1584583800.0,5
0.0,0.0,0.0,0.0,0,1584584100.0,5
0.0,0.0,0.0,0.0,0,1584584400.0,5
0.0,0.0,0.0,0.0,0,1584584700.0,5
0.0,0.0,0.0,0.0,0,1584585000.0,5
0.0,0.0,0.0,0.0,0,1584585300.0,5
0.0,0.0,0.0,0.0,0,1584585600.0,5
0.0,0.0,0.0,0.0,0,1584585900.0,5
0.0,0.0,0.0,0.0,0,1584586200.0,5
0.0,0.0,0.0,0.0,0,1584586500.0,5
0.0,0.0,0.0,0.0,0,1584586800.0,5
0.0,0.0,0.0,0.0,0,1584587100.0,5
0.0,0.0,0.0,0.0,0,1584587400.0,5
0.0,0.0,0.0,0.0,0,1584587700.0,5
0.0,0.0,0.0,0.0,0,1584588000.0,5
0.0,0.0,0.0,0.0,0,1584588300.0,5
0.0,0.0,0.0,0.0,0,1584588600.0,5
0.0,0.0,0.0,0.0,0,1584588900.0,5
0.0,0.0,0.0,0.0,0,1584589200.0,5
0.0,0.0,0.0,0.0,0,1584589500.0,5
0.0,0.0,0.0,0.0,0,1584589800.0,5
0.0,0.0,0.0,0.0,0,1584590100.0,5
0.0,0.0,0.0,0.0,0,1584590400.0,5
0.0,0.0,0.0,0.0,0,1584590700.0,5
0.0,0.0,0.0,0.0,0,1584591000.0,5
0.0,0.0,0.0,0.0,0,1584591300.0,5
0.0,0.0,0.0,0.0,0,1584591600.0,5
0.0,0.0,0.0,0.0,0,1584592200.0,5
0.0,0.0,0.0,0.0,0,1584592500.0,5
0.0,0.0,0.0,0.0,0,1584593100.0,5
0.0,0.0,0.0,0.0,0,1584593400.0,5
0.0,0.0,0.0,0.0,0,1584593700.0,5
0.0,0.0,0.0,0.0,0,1584594000.0,5
0.0,0.0,0.0,0.0,0,1584594600.0,5
0.0,0.0,0.0,0.0,0,1584595500.0,5
0.0,0.0,0.0,0.0,0,1584596100.0,5
0.0,0.0,0.0,0.0,0,1584596400.0,5
0.0,0.0,0.0,0.0,0,1584597000.0,5
0.0,0.0,0.0,0.0,0,1584597300.0,5
0.0,0.0,0.0,0.0,0,1584597600.0,5
0.0,0.0,0.0,0.0,0,1584597900.0,5
0.0,0.0,0.0,0.0,0,1584598500.0,5
0.0,0.0,0.0,0.0,0,1584598800.0,5
0.0,0.0,0.0,0.0,0,1584599400.0,5
0.0,0.0,0.0,0.0,0,1584600300.0,5
0.0,0.0,0.0,0.0,0,1584600900.0,5
0.0,0.0,0.0,0.0,0,1584601200.0,5
0.0,0.0,0.0,0.0,0,1584601500.0,5
0.0,0.0,0.0,0.0,0,1584601800.0,5
