container_cpu_seconds,container_memory_bytes,container_read_bytes,container_write_bytes,container,timestamp,node
0.0,0.0,0.0,0.0,0,1586901600.0,5
0.0,0.0,0.0,0.0,0,1586901900.0,5
0.0,0.0,0.0,0.0,0,1586902200.0,5
0.0,0.0,0.0,0.0,0,1586902500.0,5
0.0,0.0,0.0,0.0,0,1586902800.0,5
0.0,0.0,0.0,0.0,0,1586903100.0,5
0.0,0.0,0.0,0.0,0,1586903400.0,5
0.0,0.0,0.0,0.0,0,1586903700.0,5
0.0,0.0,0.0,0.0,0,1586904000.0,5
0.0,0.0,0.0,0.0,0,1586904300.0,5
0.0,0.0,0.0,0.0,0,1586904600.0,5
0.0,0.0,0.0,0.0,0,1586904900.0,5
0.0,0.0,0.0,0.0,0,1586905200.0,5
0.0,0.0,0.0,0.0,0,1586905500.0,5
0.0,0.0,0.0,0.0,0,1586905800.0,5
0.0,0.0,0.0,0.0,0,1586906100.0,5
0.0,0.0,0.0,0.0,0,1586906400.0,5
0.0,0.0,0.0,0.0,0,1586906700.0,5
0.0,0.0,0.0,0.0,0,1586907000.0,5
0.0,0.0,0.0,0.0,0,1586907300.0,5
0.0,0.0,0.0,0.0,0,1586907600.0,5
0.0,0.0,0.0,0.0,0,1586907900.0,5
0.0,0.0,0.0,0.0,0,1586908200.0,5
0.0,0.0,0.0,0.0,0,1586908500.0,5
0.0,0.0,0.0,0.0,0,1586908800.0,5
0.0,0.0,0.0,0.0,0,1586909100.0,5
0.0,0.0,0.0,0.0,0,1586909400.0,5
0.0,0.0,0.0,0.0,0,1586909700.0,5
0.0,0.0,0.0,0.0,0,1586910000.0,5
0.0,0.0,0.0,0.0,0,1586910300.0,5
0.0,0.0,0.0,0.0,0,1586910600.0,5
0.0,0.0,0.0,0.0,0,1586910900.0,5
0.0,0.0,0.0,0.0,0,1586911200.0,5
0.0,0.0,0.0,0.0,0,1586911500.0,5
0.0,0.0,0.0,0.0,0,1586911800.0,5
0.0,0.0,0.0,0.0,0,1586912100.0,5
