container_cpu_seconds,container_memory_bytes,container_read_bytes,container_write_bytes,container,timestamp,node
0.0,0.0,0.0,0.0,0,1586469600.0,5
0.0,0.0,0.0,0.0,0,1586469900.0,5
0.0,0.0,0.0,0.0,0,1586470200.0,5
0.0,0.0,0.0,0.0,0,1586470500.0,5
0.0,0.0,0.0,0.0,0,1586470800.0,5
0.0,0.0,0.0,0.0,0,1586471100.0,5
0.0,0.0,0.0,0.0,0,1586471400.0,5
0.0,0.0,0.0,0.0,0,1586471700.0,5
0.0,0.0,0.0,0.0,0,1586472000.0,5
0.0,0.0,0.0,0.0,0,1586472300.0,5
0.0,0.0,0.0,0.0,0,1586472600.0,5
0.0,0.0,0.0,0.0,0,1586472900.0,5
0.0,0.0,0.0,0.0,0,1586473200.0,5
0.0,0.0,0.0,0.0,0,1586473500.0,5
0.0,0.0,0.0,0.0,0,1586473800.0,5
0.0,0.0,0.0,0.0,0,1586474100.0,5
0.0,0.0,0.0,0.0,0,1586474400.0,5
0.0,0.0,0.0,0.0,0,1586474700.0,5
0.0,0.0,0.0,0.0,0,1586475000.0,5
0.0,0.0,0.0,0.0,0,1586475300.0,5
0.0,0.0,0.0,0.0,0,1586475600.0,5
0.0,0.0,0.0,0.0,0,1586475900.0,5
0.0,0.0,0.0,0.0,0,1586476200.0,5
0.0,0.0,0.0,0.0,0,1586476500.0,5
0.0,0.0,0.0,0.0,0,1586476800.0,5
0.0,0.0,0.0,0.0,0,1586477100.0,5
0.0,0.0,0.0,0.0,0,1586477400.0,5
0.0,0.0,0.0,0.0,0,1586477700.0,5
0.0,0.0,0.0,0.0,0,1586478000.0,5
0.0,0.0,0.0,0.0,0,1586478300.0,5
0.0,0.0,0.0,0.0,0,1586478600.0,5
0.0,0.0,0.0,0.0,0,1586478900.0,5
0.0,0.0,0.0,0.0,0,1586479200.0,5
0.0,0.0,0.0,0.0,0,1586479500.0,5
0.0,0.0,0.0,0.0,0,1586479800.0,5
0.0,0.0,0.0,0.0,0,1586480100.0,5
0.0,0.0,0.0,0.0,0,1586480400.0,5
0.0,0.0,0.0,0.0,0,1586480700.0,5
