container_cpu_seconds,container_memory_bytes,container_read_bytes,container_write_bytes,container,timestamp,node
0.0,0.0,0.0,0.0,0,1589580000.0,5
0.0,0.0,0.0,0.0,0,1589580300.0,5
0.0,0.0,0.0,0.0,0,1589580600.0,5
0.0,0.0,0.0,0.0,0,1589580900.0,5
0.0,0.0,0.0,0.0,0,1589581200.0,5
0.0,0.0,0.0,0.0,0,1589581500.0,5
0.0,0.0,0.0,0.0,0,1589581800.0,5
0.0,0.0,0.0,0.0,0,1589582100.0,5
0.0,0.0,0.0,0.0,0,1589582400.0,5
0.0,0.0,0.0,0.0,0,1589582700.0,5
0.0,0.0,0.0,0.0,0,1589583000.0,5
0.0,0.0,0.0,0.0,0,1589583300.0,5
0.0,0.0,0.0,0.0,0,1589583600.0,5
0.0,0.0,0.0,0.0,0,1589583900.0,5
0.0,0.0,0.0,0.0,0,1589584200.0,5
0.0,0.0,0.0,0.0,0,1589584500.0,5
0.0,0.0,0.0,0.0,0,1589584800.0,5
0.0,0.0,0.0,0.0,0,1589585100.0,5
0.0,0.0,0.0,0.0,0,1589585400.0,5
0.0,0.0,0.0,0.0,0,1589585700.0,5
0.0,0.0,0.0,0.0,0,1589586000.0,5
0.0,0.0,0.0,0.0,0,1589586300.0,5
0.0,0.0,0.0,0.0,0,1589586600.0,5
0.0,0.0,0.0,0.0,0,1589586900.0,5
0.0,0.0,0.0,0.0,0,1589587200.0,5
0.0,0.0,0.0,0.0,0,1589587500.0,5
0.0,0.0,0.0,0.0,0,1589587800.0,5
0.0,0.0,0.0,0.0,0,1589588100.0,5
0.0,0.0,0.0,0.0,0,1589588400.0,5
0.0,0.0,0.0,0.0,0,1589588700.0,5
0.0,0.0,0.0,0.0,0,1589589000.0,5
0.0,0.0,0.0,0.0,0,1589589300.0,5
0.0,0.0,0.0,0.0,0,1589589600.0,5
0.0,0.0,0.0,0.0,0,1589589900.0,5
0.0,0.0,0.0,0.0,0,1589590200.0,5
0.0,0.0,0.0,0.0,0,1589590500.0,5
0.0,0.0,0.0,0.0,0,1589590800.0,5
0.0,0.0,0.0,0.0,0,1589591100.0,5
0.0,0.0,0.0,0.0,0,1589591400.0,5
0.0,0.0,0.0,0.0,0,1589591700.0,5
0.0,0.0,0.0,0.0,0,1589592000.0,5
0.0,0.0,0.0,0.0,0,1589592300.0,5
0.0,0.0,0.0,0.0,0,1589592600.0,5
